,logFC,AveExpr,t,P.Value,adj.P.Val,B,Comparison
P35052,0.0625754371290765,1.04827287574475,0.78118697856826,0.464290211347406,0.93773588490771,-5.2096152194122,OnlyComparison
O43813,0.0625079287393283,-0.446502240295459,1.37300237885442,0.218689383266484,0.93773588490771,-4.71240779981198,OnlyComparison
Q12873,0.0622969694676274,-1.179674775367,0.846128909076934,0.429818651100996,0.93773588490771,-5.16422338766297,OnlyComparison
P55036,0.0619967677979092,0.378339034065555,0.667213664050718,0.529361486089349,0.93773588490771,-5.28225614190957,OnlyComparison
P07910,0.0619959258600657,1.74193857167673,1.05392767457122,0.332359862767191,0.93773588490771,-5.00181541393736,OnlyComparison
Q99733,0.0618367896577856,1.46828311990602,0.889624434400043,0.407803028649394,0.93773588490771,-5.13230872153895,OnlyComparison
Q9NVT9,0.0617860904818874,-0.702476166848429,0.638521256550479,0.54663855295765,0.93773588490771,-5.29904644357158,OnlyComparison
Q9Y263,0.0617579748096196,0.812570132220137,0.633102413275103,0.549940896510902,0.93773588490771,-5.3021471525014,OnlyComparison
Q75T13,0.0616866604122968,0.517830819208897,0.846265761181416,0.429748031715402,0.93773588490771,-5.16412483481963,OnlyComparison
Q9P121,0.0615753046911314,-0.199949527997546,1.22827833099679,0.265179627249812,0.93773588490771,-4.84864016272695,OnlyComparison
Q92621,0.0614615786834714,1.15858372425726,1.31849992373333,0.23526748296115,0.93773588490771,-4.76454333799234,OnlyComparison
P48634,0.061324091612553,0.119325392741617,0.957068810193278,0.375365865765307,0.93773588490771,-5.08056440750256,OnlyComparison
O75390,0.0612852859653514,1.56272461514769,1.62899949251141,0.154262313281499,0.93773588490771,-4.45721567961939,OnlyComparison
Q9H9L3,0.0612560842430772,-0.399912482225869,1.52479832110071,0.177979504669556,0.93773588490771,-4.56283529317505,OnlyComparison
P53582,0.0612449168102848,-0.0402897311154605,1.44247976980855,0.199094855224783,0.93773588490771,-4.64467749256762,OnlyComparison
Q9Y216,0.061134600738308,-0.0843980276438929,1.65115460581186,0.149623375169923,0.93773588490771,-4.43451892899468,OnlyComparison
Q96P47,0.0611332068450907,-0.284346696004803,1.13046085983142,0.301291932032456,0.93773588490771,-4.93624395405705,OnlyComparison
P78527,0.0610811632477946,2.53909224425765,1.57668069741881,0.165768760807692,0.93773588490771,-4.5104966689495,OnlyComparison
O76003,0.0610749312320965,0.736610488772038,1.19857501659269,0.275730072393931,0.93773588490771,-4.87566074074616,OnlyComparison
Q9ULF5,0.0610518117763551,0.632107787033769,0.972817076571846,0.368088105004989,0.93773588490771,-5.06810507236207,OnlyComparison
Q8NFI3,0.0610213579905858,-0.421560205834924,1.49571325774374,0.185189528523413,0.93773588490771,-4.59193165765867,OnlyComparison
Q9H446,0.0609446157141392,-0.648456150421828,1.03206422849723,0.341703110586277,0.93773588490771,-5.02002243814869,OnlyComparison
P78559,0.0609430883472557,1.39846473724537,1.05900927879762,0.330218338852207,0.93773588490771,-4.99754916499752,OnlyComparison
O14974,0.0608347137000852,0.571190079271291,1.622559776217,0.15563633625937,0.93773588490771,-4.46379856253039,OnlyComparison
P82912,0.0607726638185097,-0.40280959453136,1.2319061220432,0.263915374652536,0.93773588490771,-4.84531630823909,OnlyComparison
P09132,0.0606054209260021,-1.67726450116327,0.320692772268306,0.759281507209751,0.957127580501139,-5.44009720012604,OnlyComparison
P49321,0.0604163043984876,0.837070195048347,1.08293660678709,0.32028618967446,0.93773588490771,-4.97729009367583,OnlyComparison
P08670,0.0604161510632348,2.3129428798922,0.981458774417976,0.364141910310414,0.93773588490771,-5.06120961853594,OnlyComparison
Q5HYJ3,0.0603111560418711,-0.553616002836095,0.875271594295621,0.414972630339842,0.93773588490771,-5.14296998694958,OnlyComparison
P62899,0.0603060094296086,1.2936860040617,0.920404618337119,0.392743467003458,0.93773588490771,-5.10902499216696,OnlyComparison
P27986;O00459,0.0601987527537258,-1.3684210501961,0.680023568462858,0.521762441558462,0.93773588490771,-5.27456022616903,OnlyComparison
P68032;P63267;P62736;P68133,0.0601881285276926,1.19732879347908,1.47721300812264,0.189916500866609,0.93773588490771,-4.61033979908227,OnlyComparison
Q15370,0.0600046327077661,1.04342560990921,1.26885401054188,0.251336227938165,0.93773588490771,-4.81118097885096,OnlyComparison
Q9BPY3,0.0599484179922114,-0.608069210757243,1.17294235327043,0.28512345148028,0.93773588490771,-4.89869120758437,OnlyComparison
Q58FF6,0.0599279937839825,-1.08019041344866,0.368552564787397,0.72507251493682,0.95078845826118,-5.4244423008336,OnlyComparison
Q9UQ35,0.0598928257194515,1.08131900686922,0.9376592533673,0.384489560908863,0.93773588490771,-5.09572762160265,OnlyComparison
Q5VIR6,0.0597679700846334,0.589581840557884,1.35668481246981,0.223538757127936,0.93773588490771,-4.72811389786369,OnlyComparison
Q8WX93,0.0597561056767009,-0.522614528253754,0.57087508867587,0.58874038318459,0.93773588490771,-5.33611459739768,OnlyComparison
Q9UJY5,0.0596266225269707,-0.245019667927205,1.86369814637326,0.111477915711167,0.93773588490771,-4.21386156868456,OnlyComparison
Q14202,0.0595986613314491,-0.15365609399844,1.31643777727773,0.235916295387822,0.93773588490771,-4.76649726790898,OnlyComparison
P29373,0.059411466697211,2.04371827438,1.17565152553553,0.284117864121516,0.93773588490771,-4.89626998750361,OnlyComparison
P28066,0.0593826449736362,0.991179969911874,1.40089759528678,0.210619799908928,0.93773588490771,-4.68537568213559,OnlyComparison
O43765,0.0592505112356517,0.368257748072641,0.570218173159296,0.589158427845928,0.93773588490771,-5.33645682982826,OnlyComparison
Q14315,0.0592360731664994,2.36925207678146,1.16922838652128,0.286506934799575,0.93773588490771,-4.90200538651163,OnlyComparison
Q5SZQ8,0.0592183988027389,0.0264504579015367,1.02469323660421,0.344900603797371,0.93773588490771,-5.0261056221698,OnlyComparison
Q8NFW8,0.059212738218287,1.26291594055247,1.20176603616506,0.274579517118671,0.93773588490771,-4.8727747915682,OnlyComparison
P36551,0.0591186066589633,0.393905856305738,1.72944343492469,0.134284200047328,0.93773588490771,-4.35377496012572,OnlyComparison
Q92804,0.059110256842789,1.15494006401139,0.557272050361823,0.597432236654396,0.93773588490771,-5.34313043188497,OnlyComparison
Q01860,0.0591097691390038,-0.974671325218025,1.01558468685242,0.34888509541746,0.93773588490771,-5.03358378026143,OnlyComparison
Q12974,0.0588760754625438,0.330704201694408,1.37635043857713,0.217706236160332,0.93773588490771,-4.70917531455553,OnlyComparison
Q15651,0.0588010784961877,0.161147808001975,0.908922158456752,0.398311046350983,0.93773588490771,-5.11777713879953,OnlyComparison
Q6ZU35,0.0586636922206488,0.807053088157798,1.54466065215095,0.173207922305839,0.93773588490771,-4.54286154058843,OnlyComparison
Q9H0L4,0.0586503901963185,0.526104338593746,0.893289358708038,0.405987332621359,0.93773588490771,-5.12956624964355,OnlyComparison
Q86TU7,0.0586384126163852,-0.124330773122211,0.864762148564688,0.420281832371758,0.93773588490771,-5.15069575292679,OnlyComparison
Q9H223,0.0585784967300256,-1.33248715336132,1.15303418908859,0.292606423916034,0.93773588490771,-4.91638749414905,OnlyComparison
P28288,0.0584865084297413,-0.156662826882127,1.7394160657824,0.132443375279694,0.93773588490771,-4.34343669826033,OnlyComparison
P54764,0.0584794294121305,0.833215181394153,0.849113960055343,0.428280218669137,0.93773588490771,-5.16207102433543,OnlyComparison
P62979;P62987;P0CG47;P0CG48,0.0584119486522408,1.75167790972778,0.846217129006427,0.429773126256239,0.93773588490771,-5.16415985822048,OnlyComparison
P49588,0.0582937634915612,1.80663601774189,1.09591920876071,0.315001115931478,0.93773588490771,-4.96618203196027,OnlyComparison
P51114,0.0582832888597909,0.8234957697207,1.30441832583917,0.239729829533068,0.93773588490771,-4.77785771263348,OnlyComparison
Q9C0C9,0.0582595307376782,0.535228540169954,1.21220911677379,0.270843072046412,0.93773588490771,-4.86330147244333,OnlyComparison
Q96FW1,0.0582200679210233,0.650393073547171,0.930241427504817,0.388021407955674,0.93773588490771,-5.10146545589708,OnlyComparison
Q86WA6,0.0580754324098749,0.174290874875309,0.55773986119824,0.59713209838538,0.93773588490771,-5.34289163762544,OnlyComparison
Q08477;P78329,0.0576109417821936,-0.987405777513157,0.966749756427225,0.37087877696217,0.93773588490771,-5.07292167344979,OnlyComparison
Q86WB0,0.0575751839768486,0.0436737459119979,1.31161811119898,0.237438936937227,0.93773588490771,-4.77105849678628,OnlyComparison
Q15650,0.0575355158502104,-0.738809354037714,2.03485546965045,0.0879036106426683,0.93773588490771,-4.03424027532268,OnlyComparison
P13639,0.0575084693693242,2.1150000521434,1.65566068073437,0.148696404818976,0.93773588490771,-4.42989371026454,OnlyComparison
P43490,0.0575040343100235,0.561842401455936,1.51964268627314,0.179238087175394,0.93773588490771,-4.56800636928752,OnlyComparison
Q9UBC2,0.0574985511305854,-0.217922008113055,1.16773132752955,0.287066218787281,0.93773588490771,-4.90333964120754,OnlyComparison
Q08379,0.0574394966119839,0.467546997816776,1.37544996487084,0.217970262680638,0.93773588490771,-4.71004503093311,OnlyComparison
Q5HYK3,0.0573845923820056,-0.770347005289943,0.603236136158097,0.568363344899056,0.93773588490771,-5.31882961895276,OnlyComparison
Q8TDR0,0.0573811005778952,-2.16009437952198,0.62374144523413,0.555674852102719,0.93773588490771,-5.30745037877629,OnlyComparison
P11387,0.057178569801035,1.53780848941588,0.993042195227698,0.358904927333502,0.93773588490771,-5.05190276219342,OnlyComparison
P23378,0.0569582334481908,0.276364911698383,0.731846064252326,0.491753215371108,0.93773588490771,-5.24219873621525,OnlyComparison
Q15084,0.0568639927481508,0.776694655896763,1.13241425682007,0.300531831792223,0.93773588490771,-4.93453461354197,OnlyComparison
Q9UEW8,0.0568355864912982,0.756529042882769,1.38062178367216,0.216457789468477,0.93773588490771,-4.70504660542587,OnlyComparison
P21953,0.0568051363865837,-0.441683292930009,1.15033494060153,0.293633732491872,0.93773588490771,-4.91877368421239,OnlyComparison
Q8IW45,0.0567997579667161,0.023837241742161,0.600429176171069,0.570113850398952,0.93773588490771,-5.32036173487559,OnlyComparison
Q96JN8,0.0565264651297237,-1.45184561009032,1.26326102223896,0.253205947624717,0.93773588490771,-4.81638066908241,OnlyComparison
Q8TED0,0.0564804777748908,0.202644501509828,1.37154942329957,0.219117289725868,0.93773588490771,-4.71380956232854,OnlyComparison
Q9Y6E0,0.0564408983600255,0.607866893736929,1.0445102500595,0.336358564693852,0.93773588490771,-5.00968758640338,OnlyComparison
P78417,0.0563964527395742,1.50713509689705,0.865894857402175,0.419707188386696,0.93773588490771,-5.14986637436666,OnlyComparison
Q04760,0.0563648960742819,0.855584882964781,0.896099006597589,0.404599499821938,0.93773588490771,-5.12745826743151,OnlyComparison
Q92552,0.0562889252767066,0.161610885286549,0.64164922168015,0.544737980072607,0.93773588490771,-5.29724636070581,OnlyComparison
Q9NPA8,0.0561348201202925,-0.685817994095213,1.27747686476447,0.248477457493859,0.93773588490771,-4.80314238082433,OnlyComparison
P06746,0.0561080846369419,0.741297927170574,1.67687677641184,0.144405712441209,0.93773588490771,-4.40807797463717,OnlyComparison
P53621,0.0558505957809379,1.53542598404046,1.2747818074554,0.249367864470261,0.93773588490771,-4.80565769125599,OnlyComparison
Q9Y294;Q9NVP2,0.0558445679789987,-0.453878696975543,1.29779576535985,0.241854398010323,0.93773588490771,-4.78409629826554,OnlyComparison
Q9Y3I0,0.0558007194370611,1.26710219587924,1.58142221268648,0.164693221594326,0.93773588490771,-4.50568762527053,OnlyComparison
Q9H061,0.055674912358773,-0.79235704436648,0.502674508306447,0.633045736942436,0.942710200629587,-5.36976778521025,OnlyComparison
Q4KMP7,0.0554758673467954,-0.470295996271844,0.737347307809686,0.488637280543891,0.93773588490771,-5.23865003334626,OnlyComparison
P63173,0.055418656973995,0.297984486514464,1.26939155642886,0.251157169640755,0.93773588490771,-4.8106806361633,OnlyComparison
Q14847,0.0553693695315818,1.49301221017375,0.508010649551335,0.629514830438632,0.942710200629587,-5.36727319433232,OnlyComparison
O43169,0.055364820293993,-1.00378414782786,0.386303280586294,0.712554114778012,0.947161299999126,-5.41811135513622,OnlyComparison
Q86X02,0.055336583801151,-0.190614081888018,0.896034627928047,0.404631259637038,0.93773588490771,-5.12750662199827,OnlyComparison
P67936,0.0551947260970496,1.26800761974172,0.689480882353698,0.516197962129414,0.93773588490771,-5.26880039573998,OnlyComparison
Q6UWE0,0.054987507889216,0.376495250134275,1.52616580411859,0.177647071412931,0.93773588490771,-4.56146276744493,OnlyComparison
Q9P253,0.0549727489105103,0.137113058101096,1.65917412957644,0.147977467997092,0.93773588490771,-4.4262853263631,OnlyComparison
O14617,0.0549596536157944,1.11382888761702,1.15304281429324,0.292603146134417,0.93773588490771,-4.91637986420685,OnlyComparison
Q9NVG8,0.0549445213278509,-0.960379788675136,1.07309009795483,0.324343264054158,0.93773588490771,-4.98566090427898,OnlyComparison
P36507,0.054797030264363,-0.230464296373902,0.633021979185866,0.549990008117844,0.93773588490771,-5.30219300788649,OnlyComparison
P00558,0.0547523380118153,1.91558625674274,1.16839595032881,0.286817808582695,0.93773588490771,-4.90274741333989,OnlyComparison
Q4U2R6,0.0545640275775039,-0.0227762412808953,0.894491093634697,0.405393293100607,0.93773588490771,-5.12866521410474,OnlyComparison
Q15758,0.054555464206038,-1.00602714180611,0.294566983666547,0.778216671186928,0.96164965975896,-5.44776138375538,OnlyComparison
Q92871,0.0545484156158881,-0.869846151063271,0.744487529596823,0.484613138067946,0.93773588490771,-5.23401222004646,OnlyComparison
Q01082,0.0544864733928789,2.19777140227831,1.42795038312914,0.203054355173826,0.93773588490771,-4.65895068660767,OnlyComparison
Q9NP64,0.0543622941776581,-0.768987870686372,0.756675600610411,0.477796738705409,0.93773588490771,-5.22601313953307,OnlyComparison
Q15785,0.0543152583294506,-1.33158541702196,1.37278597324037,0.218753068339924,0.93773588490771,-4.71261662053473,OnlyComparison
Q9Y4W2,0.0539273748993755,0.773453021022005,1.63737984940016,0.152491604995305,0.93773588490771,-4.44863924723494,OnlyComparison
P04844,0.0537987336041692,1.46020241770385,0.922762738637346,0.391607476492623,0.93773588490771,-5.10721795385165,OnlyComparison
P62888,0.0537480369836879,0.572489192702416,0.543580027593613,0.606255037039155,0.938825152674534,-5.35004076940292,OnlyComparison
Q7LGA3,0.0537095243392466,-0.31921965572094,0.479226065717245,0.648686323184048,0.942710200629587,-5.3804458507639,OnlyComparison
Q6P4A8,0.0536217313374516,-0.844371506524276,0.647650703799878,0.541103090515709,0.93773588490771,-5.29377172705403,OnlyComparison
Q14240,0.0535397041272889,1.47557217306023,1.01598181782483,0.348710604551615,0.93773588490771,-5.03325863927472,OnlyComparison
Q9NZ53,0.0534896307482168,-0.419416682394581,1.40801673308816,0.208604287204333,0.93773588490771,-4.67844124445622,OnlyComparison
P62333,0.0533513569660311,1.59223627960613,0.848614445387297,0.428537375494838,0.93773588490771,-5.16243159280624,OnlyComparison
P49207,0.0533227867024302,1.4060697038058,1.13249306384081,0.300501200525612,0.93773588490771,-4.93446561668712,OnlyComparison
P62913,0.053139354158299,1.428638540151,0.588500339118219,0.577589185957044,0.93773588490771,-5.32680352690684,OnlyComparison
P11717,0.0530990292081633,0.691476871845654,0.856648298639315,0.424415215970133,0.93773588490771,-5.15661328130747,OnlyComparison
Q8N511,0.0530055210226422,-0.635282493372425,0.723859550037202,0.49630077300808,0.93773588490771,-5.24731238105708,OnlyComparison
Q8IX01,0.052973604536501,1.18405688363573,1.42347918285921,0.204287317614938,0.93773588490771,-4.66333184476628,OnlyComparison
Q9GZL7,0.052856177699123,-0.0640202833215437,1.23162705557441,0.264012440212906,0.93773588490771,-4.84557217453071,OnlyComparison
Q8N8R3,0.0528146826745549,-0.298469302824436,1.53449157785924,0.17563563505361,0.93773588490771,-4.55309783104077,OnlyComparison
O00154,0.0526090269540263,1.47300834268071,1.00362872729703,0.354171139791286,0.93773588490771,-5.04333343238745,OnlyComparison
Q86UK7,0.0525846435533783,-0.687592684356146,1.10553422691614,0.311133765627026,0.93773588490771,-4.95790391505933,OnlyComparison
P16989;Q9Y2T7,0.0525503771862771,-0.800030628769976,0.897175454457954,0.404068736966067,0.93773588490771,-5.12664938068528,OnlyComparison
Q8N543,0.0524341677223148,-1.93728851136447,0.364096794506381,0.728229733447916,0.95078845826118,-5.42598718171306,OnlyComparison
P12814,0.0524288554059567,1.18930999056946,1.09798791725311,0.31416568440785,0.93773588490771,-4.96440463014424,OnlyComparison
Q96EK5,0.0523317218707834,-0.158008910702992,1.41041529623649,0.2079292049039,0.93773588490771,-4.67610173566429,OnlyComparison
O00410,0.0523168372303913,1.00285803497722,0.868596653175585,0.418338876193575,0.93773588490771,-5.14788486632876,OnlyComparison
P48059,0.0522951854811891,-0.188801596754506,0.824010845542671,0.441344117628918,0.93773588490771,-5.17999357250481,OnlyComparison
Q8WXA9,0.0522364395651779,0.0438631376685833,1.08309574209882,0.320220966258432,0.93773588490771,-4.9771544234452,OnlyComparison
Q9Y4A5,0.0521928439579212,0.176555243616194,0.868761864764065,0.418255313361278,0.93773588490771,-5.14776355194423,OnlyComparison
Q9Y3D7,0.0521087342690281,0.294804656531445,1.02480377118874,0.344852476918857,0.93773588490771,-5.02601460715965,OnlyComparison
Q5VSP4;P31025,0.0520698807514124,-0.816009788858769,0.600715259970113,0.569935291038424,0.93773588490771,-5.32020586595946,OnlyComparison
Q9HC35,0.0519741313367861,0.503866119744826,1.29094623915929,0.24406935212595,0.93773588490771,-4.79053284942207,OnlyComparison
Q96GG9,0.0519442942266952,0.657901147229562,0.676066192788553,0.524102428062225,0.93773588490771,-5.27695076815592,OnlyComparison
Q9H147,0.051767294144629,-0.492896931905958,0.884413564785116,0.410395147278124,0.93773588490771,-5.13619394542106,OnlyComparison
P49189,0.0516977109941391,0.796550544030211,1.10718288633728,0.310474628716963,0.93773588490771,-4.95648014667737,OnlyComparison
Q9Y2Q9,0.0516900424215774,0.896887669230176,1.66868939981143,0.146047177119122,0.93773588490771,-4.41650416266688,OnlyComparison
Q9NY27,0.051659578532946,-0.249171652921244,1.45028486156383,0.196997322020657,0.93773588490771,-4.63698748434763,OnlyComparison
Q13905,0.0515629550557631,-0.326676463644426,0.995811065702779,0.357661986847566,0.93773588490771,-5.04966730027622,OnlyComparison
Q8N2G8,0.0515423263132933,-1.1143855717431,1.17114817006221,0.285791086016618,0.93773588490771,-4.90029298609286,OnlyComparison
Q9UPW5,0.0512538025148846,0.216987517325451,0.562572727613606,0.594036514647867,0.93773588490771,-5.34041433454007,OnlyComparison
Q9UPN6,0.0512409129187432,-0.732177289681729,0.844653171721526,0.430580712929571,0.93773588490771,-5.16528536868263,OnlyComparison
P19525,0.0509498284438087,-0.146279116432957,0.859396206278454,0.423012011529402,0.93773588490771,-5.154613827808,OnlyComparison
Q16774,0.0509129808391057,-0.588043347059489,0.964918237849178,0.37172444161794,0.93773588490771,-5.07437161443368,OnlyComparison
Q9HAP2,0.0508588716520448,-1.87592041522438,0.536434127456375,0.610888852636942,0.941186657983684,-5.35358652169533,OnlyComparison
P26599,0.0508445512442534,0.685601785902243,1.34304620368263,0.227666211984022,0.93773588490771,-4.74117871976864,OnlyComparison
O14880,0.0507947268567138,0.38701611639109,0.466490708598895,0.65726472637434,0.942710200629587,-5.38605001166686,OnlyComparison
Q9ULV4,0.0506641915056834,1.93446384164661,1.11080440555216,0.309030826730426,0.93773588490771,-4.95334819998714,OnlyComparison
O14490,0.0506361986577974,-1.6889633502474,0.558296787556772,0.596774898547831,0.93773588490771,-5.34260712319834,OnlyComparison
Q6IA86,0.0505199437641628,0.329135076752802,0.557248613814695,0.597447275366904,0.93773588490771,-5.34314239041803,OnlyComparison
P05114,0.0504956594396835,1.11177181893704,0.729243474493036,0.493232029291486,0.93773588490771,-5.24387012097337,OnlyComparison
Q9UGI8,0.0503756891380021,0.959530194604975,0.745595583891747,0.48399069234263,0.93773588490771,-5.23328928965515,OnlyComparison
P29323,0.0503194900855242,-1.19408530930056,0.639707509513551,0.545917288605349,0.93773588490771,-5.29836465844999,OnlyComparison
O75477,0.0501879536364697,0.636557481799322,1.33143673440789,0.23123344883404,0.93773588490771,-4.75225356175249,OnlyComparison
Q7Z422,0.0501134346970573,-0.501072917413983,1.08194043476891,0.320694731427374,0.93773588490771,-4.97813909965995,OnlyComparison
P61764,0.0500918738147809,1.26749678973836,1.00050350194212,0.355563384033497,0.93773588490771,-5.04586941776905,OnlyComparison
Q92614,0.050014629195706,1.24692922954813,0.840611825172121,0.432672712323452,0.93773588490771,-5.16818651406432,OnlyComparison
Q13126,0.0500074040932051,-0.088756730740602,0.61427095258229,0.561513330355405,0.93773588490771,-5.31274666493863,OnlyComparison
Q15773,0.0498802504287524,0.0367625871662963,0.350449411774784,0.737935985965825,0.953387753438171,-5.43060772902819,OnlyComparison
O60502,0.0496656024862079,1.37587462544533,0.852310342543629,0.426637366654973,0.93773588490771,-5.15976000753072,OnlyComparison
P54709,0.0496344557560225,0.482187222973703,0.543486276494879,0.606315701774601,0.938825152674534,-5.35008755874207,OnlyComparison
Q12765,0.0495860166867961,1.26210312048702,0.860063925789528,0.422671563252902,0.93773588490771,-5.15412725956234,OnlyComparison
P62195,0.0495726910976875,1.10473126439235,1.45084287653077,0.19684814541872,0.93773588490771,-4.63643710382394,OnlyComparison
Q9NVH0,0.0493998649424787,-1.17461025924588,0.849529587053297,0.428066334891805,0.93773588490771,-5.1617708883598,OnlyComparison
Q13332,0.0493682226645913,0.507673093265918,1.1359456259743,0.299161812426122,0.93773588490771,-4.93144011201615,OnlyComparison
A8MVW0,0.0490551908098037,-0.149760359778537,1.35896691733021,0.222854750097775,0.93773588490771,-4.72592217561198,OnlyComparison
O43347,0.0489797810145786,0.818244562445186,0.739812534466886,0.487245337562397,0.93773588490771,-5.23705284323467,OnlyComparison
P68363,0.0486740471207656,3.32137784179766,1.07627643138704,0.323025785682535,0.93773588490771,-4.98295724857062,OnlyComparison
P35580,0.0485972027763841,2.74972143810033,1.44311735674645,0.198922741315688,0.93773588490771,-4.64404989098124,OnlyComparison
Q96HP0,0.0485788740901653,-0.459681728522779,1.27866308225495,0.248086439100077,0.93773588490771,-4.80203445820501,OnlyComparison
Q6IBS0,0.0484774550072258,0.302351785416092,0.824594130248452,0.441037319601555,0.93773588490771,-5.17958175012166,OnlyComparison
Q71RH2,0.048442874554238,-0.832088004481057,0.751501902920013,0.480682100127331,0.93773588490771,-5.22942131729777,OnlyComparison
Q9Y5Y2,0.0484405767920741,-1.47851992582484,0.425056118549439,0.685567068607094,0.942786197305365,-5.40331821664165,OnlyComparison
Q8IZL8,0.0483593964841611,1.21402148088701,1.39871321759433,0.211241777914352,0.93773588490771,-4.68750053899549,OnlyComparison
Q1KMD3,0.0483429251859957,1.60037080697144,0.732405109010943,0.491435954353786,0.93773588490771,-5.2418390899755,OnlyComparison
Q9H1P3,0.0483231635185306,-0.966887250341881,0.594104850313538,0.574069787037747,0.93773588490771,-5.32379099012069,OnlyComparison
Q7L014,0.0482405863806571,0.55673851008236,1.31858041265757,0.235242191102564,0.93773588490771,-4.76446704439465,OnlyComparison
Q86VP3,0.0481125797447493,-0.554457507488088,0.584536635437711,0.580085971166672,0.93773588490771,-5.32891905886006,OnlyComparison
Q92625,0.048004880675932,-0.0771516497580529,1.00170445615675,0.355027860177854,0.93773588490771,-5.04489551285111,OnlyComparison
P17612,0.0479963534972838,1.09154256675219,1.46010991082387,0.194385958361067,0.93773588490771,-4.62728543197231,OnlyComparison
P31943,0.0479881205397263,1.21110699733015,0.953175195541303,0.377182460286872,0.93773588490771,-5.08362339036482,OnlyComparison
P10515,0.0478670314396168,1.19197784772918,1.44024453926478,0.199699330705089,0.93773588490771,-4.64687688960261,OnlyComparison
Q9BQ16,0.0478508446211561,-0.331120471172934,0.490053485983093,0.641439138154477,0.942710200629587,-5.37557287391475,OnlyComparison
Q9Y3I1,0.0478217953920387,-0.660377326016049,1.16118278395806,0.289523625281917,0.93773588490771,-4.90916479549597,OnlyComparison
O43181,0.0477346996625529,0.402575377529998,0.651044580095019,0.539054336799743,0.93773588490771,-5.29179467607596,OnlyComparison
Q9H9Q2,0.0477045800157837,0.324417857013238,0.957939110645736,0.374960755988626,0.93773588490771,-5.0798794929454,OnlyComparison
Q86TG7,0.0476776509579922,0.37659607621477,1.44601370615953,0.198142609463833,0.93773588490771,-4.64119758883357,OnlyComparison
Q9Y625,0.0475903836570557,-1.57101329689517,1.42549682143009,0.203730092302346,0.93773588490771,-4.66135549872322,OnlyComparison
Q8IUW3,0.0475534404507643,-1.69992903218498,0.868622293280094,0.41832590679862,0.93773588490771,-5.14786603998885,OnlyComparison
P05129,0.0474856827687043,0.0213468336404755,0.51164237878745,0.627117834754609,0.942710200629587,-5.36556178871354,OnlyComparison
P38117,0.0474517876082582,0.940797011735004,0.792766256619002,0.458003850564481,0.93773588490771,-5.20172640528124,OnlyComparison
Q9ULK5,0.0474388995818877,0.521765872944527,0.966017596903749,0.371216654806352,0.93773588490771,-5.07350151995738,OnlyComparison
Q9GZR7,0.0473210343161964,0.610430644532985,1.4893378725287,0.186805983507331,0.93773588490771,-4.59828427171577,OnlyComparison
O15270,0.0472956993141517,-0.471374601520185,1.24808258439656,0.258341757344738,0.93773588490771,-4.83043395071588,OnlyComparison
O95359,0.0472593435106979,-0.222835833209671,0.820984316797753,0.442938502693643,0.93773588490771,-5.18212686250829,OnlyComparison
P36543;Q96A05,0.0471938035755479,1.34421182307386,0.886124895165485,0.409542492661044,0.93773588490771,-5.13491980587244,OnlyComparison
Q6UXD5,0.0471786134964776,-0.101272886977896,0.520796976052177,0.621097775928347,0.942710200629587,-5.36119906518336,OnlyComparison
Q9P260,0.0469253972213566,-1.04046673891243,0.921438833108204,0.39224493832134,0.93773588490771,-5.10823287099126,OnlyComparison
Q05084,0.0469237273129841,-0.105920200924143,0.7621259685242,0.474770061933074,0.93773588490771,-5.22240261249297,OnlyComparison
Q9UFN0,0.0469109179695766,0.937501649341241,1.32517249072879,0.23317900762265,0.93773588490771,-4.75821132507512,OnlyComparison
P26373,0.0468453352824338,1.61684700369351,1.5101098536401,0.181587216005831,0.93773588490771,-4.57755268410672,OnlyComparison
Q99442,0.0466292233119129,0.532479818332321,0.902982225391781,0.401214687037562,0.93773588490771,-5.1222738929299,OnlyComparison
Q8IUH4,0.0466273167632223,-0.259065285906199,0.654651087330305,0.536882624273657,0.93773588490771,-5.28968419288814,OnlyComparison
Q96ER9,0.0465900731037505,0.315649564341372,0.63989509229164,0.545803289398296,0.93773588490771,-5.29825674889121,OnlyComparison
O43752,0.0465522814492061,-1.18892901613757,0.945735161805985,0.380672699713438,0.93773588490771,-5.08944465685641,OnlyComparison
Q05639,0.0464420756788135,1.20658667487965,0.700643054736731,0.509680671312977,0.93773588490771,-5.26191767859893,OnlyComparison
Q9NR46,0.0464146044250402,0.0394537876461472,0.702663330058674,0.50850692753688,0.93773588490771,-5.26066222953923,OnlyComparison
P23919,0.0462797822356602,0.512924412480592,0.616963590681827,0.559849526136282,0.93773588490771,-5.311247919398,OnlyComparison
Q92597,0.0462722396801226,-0.308844120236967,0.609411265375555,0.564523818727756,0.93773588490771,-5.31543730578721,OnlyComparison
P20290,0.0461351333974062,-0.668152925016949,1.02038046871458,0.346782615287967,0.93773588490771,-5.02965182484047,OnlyComparison
Q86YM7,0.046121372331521,-0.982505444419191,0.669326564926827,0.528103185861141,0.93773588490771,-5.28099518145794,OnlyComparison
Q9NQC3,0.0461181752745168,1.62804511202383,0.813099539270967,0.44711176095062,0.93773588490771,-5.18765641048144,OnlyComparison
Q01581,0.0460786643091469,1.07487388371359,1.07964484140332,0.32163781890038,0.93773588490771,-4.98009374088923,OnlyComparison
