,logFC,AveExpr,t,P.Value,adj.P.Val,B,Comparison
Q8IXJ6,-0.0262546893609069,0.301596255724955,-0.658375574977558,0.534645719255177,0.93773588490771,-5.28749435059177,OnlyComparison
Q9BQA9,-0.0262841636692212,0.0387901470625929,-0.782353273051434,0.463654290804034,0.93773588490771,-5.20882474237327,OnlyComparison
Q86XE3,-0.0262891489835951,-0.498631052250957,-0.432954861592569,0.680126540122779,0.942710200629587,-5.40014116346682,OnlyComparison
P52209,-0.0263243799121566,2.18746369478389,-0.848357968556698,0.428669457316541,0.93773588490771,-5.16261666583279,OnlyComparison
Q96H20,-0.0263464634646957,-0.276448866218612,-0.407236185248143,0.697916810579529,0.942786197305365,-5.41028515961126,OnlyComparison
O15164,-0.0264040047076733,0.52507561562008,-0.839784421562345,0.43310193342524,0.93773588490771,-5.16877919014638,OnlyComparison
Q9NR50,-0.026427082718839,0.359634111640384,-0.772534679333768,0.469027020692493,0.93773588490771,-5.21545057786711,OnlyComparison
O00499,-0.0264475308816938,0.130250776857788,-0.701358969130928,0.509264532713938,0.93773588490771,-5.26147313156951,OnlyComparison
Q7Z460,-0.0264753655617714,0.907623407849689,-0.740094578421127,0.48708625962759,0.93773588490771,-5.23686983728831,OnlyComparison
P11498,-0.0264825233517736,0.16181229822366,-0.634935557442726,0.548822353219732,0.93773588490771,-5.30110073208089,OnlyComparison
Q08378,-0.0265566657528835,0.719811495227632,-0.798728106817162,0.454790815853066,0.93773588490771,-5.19762951024094,OnlyComparison
P14621,-0.0265673403809028,-0.0139929862330621,-0.564423328902276,0.592853616335265,0.93773588490771,-5.33946072948786,OnlyComparison
Q6ZS17,-0.0265774407964388,-0.27241749942238,-0.928373652251523,0.388914639864545,0.93773588490771,-5.10290518123679,OnlyComparison
Q9Y3Q3,-0.0265805872745813,0.403443038910635,-0.52767377247506,0.616596587499731,0.942478434125064,-5.35787613194632,OnlyComparison
Q562E7,-0.0265885251301464,-0.735340750833557,-0.697614003966128,0.511443853891727,0.93773588490771,-5.26379443302154,OnlyComparison
Q16718,-0.026599524321532,-1.76476885905034,-0.577009365165871,0.584845065928855,0.93773588490771,-5.33290212762932,OnlyComparison
Q59GN2;P62891,-0.0266202646101969,0.0510909063162919,-0.237525154856193,0.820125278793102,0.965294170907694,-5.4622975451472,OnlyComparison
Q9NPL8,-0.026628249318261,-1.01273484011245,-0.663827232608415,0.531382234090141,0.93773588490771,-5.28427016237173,OnlyComparison
Q6STE5,-0.0266664681634268,-2.08033306826651,-0.859230743663038,0.423096406870886,0.93773588490771,-5.15473435736591,OnlyComparison
Q00688,-0.0266818507251491,0.948036360703124,-0.405448689901256,0.699161289415765,0.942786197305365,-5.41096859281575,OnlyComparison
Q8IUH3,-0.0266981428332005,-0.427801877503737,-0.429721204912709,0.682351308487551,0.942710200629587,-5.40144839294025,OnlyComparison
O75586,-0.0267043849616581,-0.550824234973875,-0.633948183625852,0.54942464991851,0.93773588490771,-5.3016646788922,OnlyComparison
O14657,-0.0267795729036158,-1.02633229906479,-0.493439173582808,0.639181768957549,0.942710200629587,-5.37402877248568,OnlyComparison
Q8NFF5,-0.026807386070355,-0.0826030004313452,-0.667518146606684,0.529180038035471,0.93773588490771,-5.28207463536166,OnlyComparison
Q9NPB8,-0.0268207513537115,0.505851685132402,-0.797160413548573,0.455634138007212,0.93773588490771,-5.19870911036997,OnlyComparison
Q32P41,-0.0268813651483165,-0.0777839920454614,-0.570188199729042,0.589177506324243,0.93773588490771,-5.33647243677985,OnlyComparison
Q5RKV6,-0.0269031092092783,-0.273492971705444,-0.640445549356478,0.545468847767983,0.93773588490771,-5.29793993567803,OnlyComparison
O95834,-0.026916291701751,0.546047953760954,-0.707281631076738,0.505830519138853,0.93773588490771,-5.25778116225435,OnlyComparison
Q9H8Y8,-0.0270144406476885,-0.71004702169817,-0.709180488621336,0.504732813536575,0.93773588490771,-5.25659209837507,OnlyComparison
Q06787,-0.0270428749465007,0.546941004027844,-0.59436096834969,0.573909262996935,0.93773588490771,-5.32365272773639,OnlyComparison
Q92934,-0.0270435561359588,-1.14630456986775,-0.418751322569637,0.689924594306894,0.942786197305365,-5.40581501874016,OnlyComparison
P16403,-0.02706804563597,0.878771033121169,-0.404696019159579,0.699685615757947,0.942786197305365,-5.41125552640245,OnlyComparison
Q96RF0,-0.0270972185326402,-0.0972377980286478,-0.432857917223155,0.680193187144729,0.942710200629587,-5.40018048639752,OnlyComparison
P40222,-0.0271319686796756,1.06390065787155,-0.826487399901836,0.440042556497491,0.93773588490771,-5.17824350051165,OnlyComparison
Q86X95,-0.0272053411344373,-0.741731019929489,-0.458558343816971,0.662637036992028,0.942710200629587,-5.38947056467872,OnlyComparison
Q92623,-0.0272431490305482,-0.20341363770917,-0.606377060566999,0.56640842989238,0.93773588490771,-5.31710788232691,OnlyComparison
Q9UNI6,-0.0273117160735662,0.433604373959743,-0.564673811529184,0.592693613681434,0.93773588490771,-5.33933144485174,OnlyComparison
Q16637,-0.0273291435047818,-0.414138967196481,-0.446757558576131,0.67067003776563,0.942710200629587,-5.39445913487906,OnlyComparison
O94874,-0.0273451736644231,0.468934344830998,-0.671276804343318,0.526943468432677,0.93773588490771,-5.27982833527746,OnlyComparison
Q92522,-0.0273668305742187,1.22159260011663,-0.744473762849146,0.484620874941801,0.93773588490771,-5.23402119650085,OnlyComparison
P16930,-0.0273849404706224,-0.384034340565891,-0.584398530337297,0.580173080608762,0.93773588490771,-5.32899254403168,OnlyComparison
Q5T280,-0.0273856688227825,-0.972575987744459,-0.675682881269735,0.524329440410431,0.93773588490771,-5.27718169840509,OnlyComparison
Q13367,-0.027394522927752,0.766162004825493,-0.869785450748347,0.417737867940659,0.93773588490771,-5.14701155726667,OnlyComparison
Q86VR2,-0.0274856739872231,-0.517500862207932,-0.564012903082014,0.593115841250794,0.93773588490771,-5.3396724581755,OnlyComparison
Q99755,-0.0274981552190658,-1.05960103939007,-0.572843287012124,0.587488909222339,0.93773588490771,-5.33508715404874,OnlyComparison
Q9Y3Y2,-0.0275989522665928,0.267785249622709,-0.781741360027547,0.463987859041683,0.93773588490771,-5.20923959246325,OnlyComparison
P07686,-0.0276530743117792,0.247307230084423,-0.737084256921731,0.48878596716047,0.93773588490771,-5.23882020759272,OnlyComparison
P48449,-0.0276936373484138,0.897915137656177,-0.603959887747028,0.567912519182542,0.93773588490771,-5.31843357173609,OnlyComparison
Q12905,-0.0276973707329315,1.59354221927196,-0.478741080487028,0.649011937370692,0.942710200629587,-5.38066179693911,OnlyComparison
Q66K74,-0.0277930593232607,0.652047915875774,-0.807256902090959,0.450222350537301,0.93773588490771,-5.19172743575114,OnlyComparison
Q13371,-0.0278259831191961,-0.270216920039324,-0.405745952258455,0.69895426018432,0.942786197305365,-5.41085513255818,OnlyComparison
Q9UK99,-0.0278380898312925,-0.979986197594656,-0.761784847108117,0.474959100975277,0.93773588490771,-5.22262918693808,OnlyComparison
Q9Y4C8,-0.0278812764153002,-1.24975478952518,-0.661607417931584,0.532709521735666,0.93773588490771,-5.28558568981201,OnlyComparison
P11940,-0.0279396383844541,1.74475778052704,-0.80531492098274,0.451259678498294,0.93773588490771,-5.19307556892208,OnlyComparison
P60602,-0.0279440436449145,-0.120171655030045,-0.286814846270591,0.783868134245263,0.96164965975896,-5.44991454090714,OnlyComparison
O95571,-0.0279518205419257,-0.62057898575784,-0.626812669180683,0.553789541471147,0.93773588490771,-5.30571790189361,OnlyComparison
P49815,-0.0279629660515833,0.196876472493247,-0.62895070720487,0.552479421685422,0.93773588490771,-5.3045075355009,OnlyComparison
Q8TAD8,-0.0279710132916526,-1.81296865593931,-0.331034920949528,0.751835149856272,0.956195312999602,-5.43689042671772,OnlyComparison
Q9BYV9,-0.0280803685771479,-0.580929521021325,-0.862454561634649,0.421454320781494,0.93773588490771,-5.15238290527434,OnlyComparison
O75367,-0.0281300966831561,1.75456336402229,-0.568077132224034,0.590522135098913,0.93773588490771,-5.33756983839256,OnlyComparison
O14548,-0.0281311167624961,0.298307142957129,-0.916968864492948,0.394403108527863,0.93773588490771,-5.11165196717572,OnlyComparison
O15079,-0.0281380912247832,-0.323974621313344,-0.578994984046309,0.583587434581933,0.93773588490771,-5.33185582351654,OnlyComparison
Q9BY77,-0.0281395806254493,0.244572861580095,-0.872029131992009,0.416605306060643,0.93773588490771,-5.1453609216057,OnlyComparison
Q2V2M9,-0.0281571599388049,-1.61124927607877,-0.51635029943019,0.624017940360799,0.942710200629587,-5.36332687952974,OnlyComparison
O14917,-0.0281706426660189,-1.0537639551819,-0.566962900317137,0.591232557122908,0.93773588490771,-5.33814760731589,OnlyComparison
Q14141,-0.0281816894255671,0.856343474480316,-0.418872755229448,0.689840543009852,0.942786197305365,-5.40576725828117,OnlyComparison
Q9C0H2,-0.0282035211452378,0.873018770638868,-0.725796617492249,0.49519519607346,0.93773588490771,-5.24607627954779,OnlyComparison
Q5QJ74,-0.0282405781583439,-1.17734681491933,-0.5946982250633,0.573697925690482,0.93773588490771,-5.3234705845116,OnlyComparison
Q96LR5,-0.0282517768570056,-0.691062001396461,-0.688195705513098,0.516951842269233,0.93773588490771,-5.26958698491709,OnlyComparison
O14653,-0.0282616050940991,-0.602498914988448,-0.759898003283157,0.476005675787599,0.93773588490771,-5.22388098469114,OnlyComparison
O75054,-0.0282677079243717,0.37071491440457,-0.529165115938238,0.615622824951455,0.942282802303242,-5.3571503435075,OnlyComparison
Q7KZN9,-0.0283100526653191,-1.49548133297049,-0.30695976015916,0.769213002632805,0.96164965975896,-5.4442040936944,OnlyComparison
Q13620,-0.0283111731281466,1.01238438452182,-0.738625528556223,0.487915219433625,0.93773588490771,-5.23782242485282,OnlyComparison
Q9BT22,-0.0283693158734046,0.0332502092147906,-0.792184557573145,0.45831820806577,0.93773588490771,-5.2021248648325,OnlyComparison
Q53HC0,-0.0284322475564796,-1.20265755302407,-0.391815651277048,0.708686240862722,0.946041355194877,-5.41608813102594,OnlyComparison
Q9BRD0,-0.0284383120313182,-0.82417863055597,-0.43484471345814,0.678827943021774,0.942710200629587,-5.39937296070127,OnlyComparison
Q9ULV0,-0.0284446440847401,-1.136278833578,-0.65927713577297,0.534105142479154,0.93773588490771,-5.28696269793488,OnlyComparison
Q96BW9,-0.0284763776198533,-0.0515095160470821,-0.838545179893212,0.433745380757457,0.93773588490771,-5.16966604817269,OnlyComparison
P35237,-0.0284883763934791,0.243705536922939,-0.564095021685901,0.593063369521023,0.93773588490771,-5.3396301060588,OnlyComparison
O94903,-0.0285102856698119,0.00573264179325,-0.668162382593819,0.528796255194204,0.93773588490771,-5.28169036812106,OnlyComparison
Q709C8,-0.0285159013332817,0.239660202337717,-0.694918078095116,0.513016512446396,0.93773588490771,-5.26545915276425,OnlyComparison
Q9NV66;Q6NUM6,-0.0285182828636423,-1.15140409648867,-0.37884925595723,0.717799295704054,0.947513127463245,-5.42080419252987,OnlyComparison
Q9H330,-0.028526782153055,-0.888927315171106,-0.597071266186612,0.5722122124466,0.93773588490771,-5.32218643018801,OnlyComparison
P26583,-0.028565973391445,1.66183516108563,-0.814397916707275,0.446422614476502,0.93773588490771,-5.18674867241851,OnlyComparison
Q99623,-0.0286396856852327,1.89972194882606,-0.818406995268246,0.444299523608798,0.93773588490771,-5.18393880604894,OnlyComparison
Q5HYI7,-0.0286732889830876,-0.855117901310635,-0.560841612549213,0.595144273555385,0.93773588490771,-5.34130386610053,OnlyComparison
P21397,-0.0286821623757818,0.755699532272032,-0.939926320198178,0.383415113801335,0.93773588490771,-5.09396765379821,OnlyComparison
O15042,-0.0287040769373663,0.643493837188562,-0.588672355806305,0.577480975602915,0.93773588490771,-5.3267114346791,OnlyComparison
Q96PQ0,-0.0287454350790132,-0.1014615154705,-0.90205828833032,0.401667780015885,0.93773588490771,-5.12297144962268,OnlyComparison
Q01813,-0.0287533445773244,0.848390164260608,-0.549875279382172,0.602189366580611,0.93773588490771,-5.34688251679285,OnlyComparison
Q9NWV8,-0.0287632066750532,-0.757817396000223,-0.655349131472084,0.536462930017299,0.93773588490771,-5.28927456973011,OnlyComparison
P19784,-0.0288235284367513,0.3573191370254,-0.914324027999922,0.395684347396296,0.93773588490771,-5.11366945914636,OnlyComparison
P82921,-0.0288284080878953,-0.208639356307648,-0.283303847174434,0.786432505361946,0.96164965975896,-5.45087142531449,OnlyComparison
Q9P2B2,-0.028839260195594,-0.146904362107842,-0.865889856572936,0.419709724115374,0.93773588490771,-5.14987003777486,OnlyComparison
Q9H479,-0.0288575116957717,0.772682119766948,-0.870552693222404,0.417350322628869,0.93773588490771,-5.14644746257863,OnlyComparison
Q01970,-0.0289675851786039,-0.801247856371082,-0.731553633147621,0.491919227037414,0.93773588490771,-5.24238677549304,OnlyComparison
Q9UKX7,-0.0289933898687308,0.253885266645442,-0.849713333816889,0.427971802930618,0.93773588490771,-5.16163816468151,OnlyComparison
O15212,-0.0290000055887777,-0.116766345416062,-0.772006138194435,0.469317470365889,0.93773588490771,-5.21580538554215,OnlyComparison
Q9BVM2,-0.0290007875435821,0.252470740353768,-0.769254425700417,0.470831652970683,0.93773588490771,-5.21764950876272,OnlyComparison
Q9Y243,-0.0290549524303932,0.031989179476013,-0.415927867282266,0.691880251188172,0.942786197305365,-5.40692185975649,OnlyComparison
Q12904,-0.0290590403687434,0.819795039870531,-0.865406325859665,0.419954957766071,0.93773588490771,-5.15022417937399,OnlyComparison
Q96P16,-0.0290689528486218,0.218515605254572,-0.763280821493093,0.474130465751839,0.93773588490771,-5.22163495730351,OnlyComparison
Q5VYK3,-0.0290998371842552,0.230623791277045,-0.620496858790396,0.557670884928478,0.93773588490771,-5.30927272224887,OnlyComparison
Q9C0H9,-0.0291260337689813,0.267196910734113,-0.804607863211511,0.451637784695238,0.93773588490771,-5.19356579109988,OnlyComparison
Q16401,-0.0291539055264523,0.552651112142826,-0.518464413732157,0.622628649101852,0.942710200629587,-5.36231728498453,OnlyComparison
P39060,-0.0291874376688253,-1.29156943207616,-0.306519651675309,0.769532088774175,0.96164965975896,-5.44433284658767,OnlyComparison
Q99436,-0.0291927185454489,0.592013026419439,-1.01903225720818,0.347372642113876,0.93773588490771,-5.03075841047518,OnlyComparison
Q7Z417,-0.0292545676557037,0.174135045006931,-0.920297241205379,0.392795254449599,0.93773588490771,-5.10910719793113,OnlyComparison
P86791;P86790,-0.0292654634409364,-0.792880582891361,-0.638996468102037,0.54634954361039,0.93773588490771,-5.29877345047114,OnlyComparison
P27448,-0.0292682334496466,0.736670955597555,-1.00816443557167,0.35215829175742,0.93773588490771,-5.0396436402807,OnlyComparison
Q13045,-0.0292723396874528,0.736637365381065,-0.987895023802578,0.361224596465599,0.93773588490771,-5.0560473385642,OnlyComparison
Q9NQC7,-0.0293205754728823,0.102830008751926,-0.656999406078999,0.535471544694087,0.93773588490771,-5.28830469950188,OnlyComparison
P30622,-0.0293345159382125,0.4910984083759,-0.327401193405354,0.754448156192015,0.956280879034555,-5.43802825598147,OnlyComparison
Q86YT6,-0.0293369502584816,-0.84582926114639,-0.627631364635388,0.553287644272424,0.93773588490771,-5.30525484613848,OnlyComparison
Q01085,-0.0293659240781167,0.790694115141743,-0.76919984594709,0.470861720992564,0.93773588490771,-5.21768603413124,OnlyComparison
P98160,-0.0293995869968353,0.204764183067052,-0.622646172502575,0.556348157848533,0.93773588490771,-5.30806645754105,OnlyComparison
Q2NL82,-0.0294037724363281,0.147762817648003,-0.789444178604024,0.459801201493329,0.93773588490771,-5.20399894483033,OnlyComparison
Q9NWQ8,-0.0294494694460838,-1.33369800422048,-0.284315771183754,0.785693111453316,0.96164965975896,-5.45059680785287,OnlyComparison
Q9H9P8,-0.0294502801708111,-0.530310293704992,-0.796225333302519,0.456137683060393,0.93773588490771,-5.19935227617811,OnlyComparison
Q2VPK5,-0.0294679986442561,-1.27163837680662,-0.484865462732475,0.644906344026345,0.942710200629587,-5.37792017824855,OnlyComparison
O75155,-0.0294871878138385,-0.886367311258115,-0.928207280980548,0.388994280805346,0.93773588490771,-5.10303332553572,OnlyComparison
P10412,-0.0295100945040878,2.81161153571751,-0.931143566637895,0.387590541407609,0.93773588490771,-5.10076933839696,OnlyComparison
Q641Q3,-0.0295174086537908,-0.479038071244494,-0.684985723199024,0.518837955487285,0.93773588490771,-5.2715463336003,OnlyComparison
Q96B96,-0.0295402460225966,-0.88406130673759,-0.472572660123724,0.653160742920059,0.942710200629587,-5.38339091390144,OnlyComparison
Q96Q11,-0.0295653837760702,0.63560760722624,-0.887508020088489,0.408854337272695,0.93773588490771,-5.13388871811099,OnlyComparison
Q9UPY3,-0.029595697122442,0.723983691563238,-0.994273478846537,0.358351783313968,0.93773588490771,-5.05090918965197,OnlyComparison
Q9H2B2,-0.0295982449066555,0.863567314541079,-0.824444482317633,0.441116017176595,0.93773588490771,-5.17968742868443,OnlyComparison
Q02543,-0.0296175310193016,1.33642909003502,-0.469099515807686,0.65550273934989,0.942710200629587,-5.38491328126166,OnlyComparison
Q9NYR9,-0.0296190057142519,0.0844685727016166,-0.659667593674898,0.533871131918374,0.93773588490771,-5.2867322539386,OnlyComparison
Q15047,-0.0296220685639995,-0.334094041558164,-0.741050128603479,0.486547575699696,0.93773588490771,-5.23624940630452,OnlyComparison
Q96C86,-0.0296223974495227,-0.20335081279673,-0.715435013041554,0.50112840031362,0.93773588490771,-5.25265709680402,OnlyComparison
Q9H4L7,-0.0296435422011101,0.434060094087248,-1.02156591354638,0.346264487394809,0.93773588490771,-5.02867805057606,OnlyComparison
Q9Y3S1,-0.0296494101946038,-0.26536170888099,-0.924048606748845,0.390989090869111,0.93773588490771,-5.10623121182822,OnlyComparison
Q9NUP9,-0.0296797069759424,0.982658680176095,-0.822204813279521,0.442295040620702,0.93773588490771,-5.18126729789025,OnlyComparison
Q53HC9,-0.0297015964724776,-0.414999589491942,-0.714391217326171,0.501728727327629,0.93773588490771,-5.25331575620335,OnlyComparison
P30260,-0.0298021567364268,0.134149841688892,-0.515727324611886,0.624427651995217,0.942710200629587,-5.36362367240758,OnlyComparison
Q5JTV8,-0.0298253559146087,0.999436039885733,-0.720716592134005,0.498098149385406,0.93773588490771,-5.24931229299422,OnlyComparison
P27144,-0.0299047600820444,0.220150853356442,-0.653765592554899,0.537415322410534,0.93773588490771,-5.29020328504457,OnlyComparison
O00170,-0.0299406982199496,0.680736104276519,-0.534709397188727,0.612010241249839,0.942081154866469,-5.35443604860155,OnlyComparison
Q969H6,-0.029975378253835,-1.03193303079131,-0.518524428503832,0.622589235141432,0.942710200629587,-5.36228857076419,OnlyComparison
P20585,-0.0299818174739588,-1.16796103390988,-0.283847832521617,0.786034995091686,0.96164965975896,-5.45072391569737,OnlyComparison
P09471,-0.0300164164708105,1.72672182932499,-0.729756470322454,0.492940302352954,0.93773588490771,-5.24354105550041,OnlyComparison
Q5T0N5,-0.0300298168855618,0.262708660273016,-0.854785565408795,0.425368365682566,0.93773588490771,-5.15796595220106,OnlyComparison
Q9H5Z1,-0.0300730189213854,-0.477786024998216,-0.754038420971956,0.479265990146554,0.93773588490771,-5.22775271061191,OnlyComparison
Q9H490,-0.0300859140368479,-1.17096600554244,-0.778440463348335,0.46579016929345,0.93773588490771,-5.21147307119459,OnlyComparison
P61962,-0.0300999020375559,0.731445578445598,-0.873095147576665,0.416068007537815,0.93773588490771,-5.14457557879183,OnlyComparison
Q10472,-0.0301142911052633,-0.634598913753893,-0.586646652050415,0.578756048991375,0.93773588490771,-5.32779444155867,OnlyComparison
P16278,-0.0301722376723953,-0.67196078197587,-0.572498621573843,0.587707951331906,0.93773588490771,-5.3352673015436,OnlyComparison
Q8N4C8,-0.0301992515233547,0.507225539142654,-0.748726065915989,0.482235120368135,0.93773588490771,-5.2312422146085,OnlyComparison
Q8TDY2,-0.0302336462592889,-0.464172494537801,-0.794305995891989,0.457172494708207,0.93773588490771,-5.20067059921993,OnlyComparison
Q96FC7,-0.0302428017085409,0.714821641690556,-0.627885599371911,0.553131844336428,0.93773588490771,-5.30511094524433,OnlyComparison
Q8N158,-0.0302429392780967,1.29317597048933,-0.964534433344555,0.371901846600461,0.93773588490771,-5.07467521981159,OnlyComparison
O00217,-0.0302847280181034,0.212737225158281,-0.315371698569693,0.763123787208285,0.959387831213134,-5.44170900146521,OnlyComparison
Q12802,-0.0304228642004645,-1.38911077240325,-0.204241324076028,0.844893566698206,0.972336362463836,-5.46937007181982,OnlyComparison
O75044;P0DMP2;P0DJJ0,-0.0304731589452727,0.128826674566329,-0.515000771469379,0.624905669672398,0.942710200629587,-5.36396940356585,OnlyComparison
O43583,-0.0304748553447565,0.792414600410981,-0.882469707285428,0.411365273227169,0.93773588490771,-5.13763903421958,OnlyComparison
Q7L266,-0.0305362703342173,0.235473111963717,-0.772381345673018,0.469111269320305,0.93773588490771,-5.21555352985832,OnlyComparison
P62277,-0.0305538264509397,1.32614927525224,-0.676814845990521,0.523659229679617,0.93773588490771,-5.27649941889031,OnlyComparison
Q9Y2L1,-0.0305594235237313,0.566174744703512,-0.874057833891113,0.415583234117475,0.93773588490771,-5.14386575461835,OnlyComparison
Q9H9S3,-0.0306377459058647,-1.08314381631425,-0.203396840364701,0.845524664776338,0.972336362463836,-5.46953589438278,OnlyComparison
Q08752,-0.0306392425311194,0.526295292793844,-1.04060870115409,0.338026612137837,0.93773588490771,-5.01293582965141,OnlyComparison
Q13315,-0.0306490333651613,0.1061297135574,-0.846837447316105,0.429453118380334,0.93773588490771,-5.16371301108584,OnlyComparison
Q07889,-0.0306777483120004,-0.527267034546935,-0.571722344347217,0.588201466833093,0.93773588490771,-5.33567269210495,OnlyComparison
Q8NBN3,-0.0306912903905209,-0.472645797439395,-0.536979659177324,0.610534397857042,0.941186657983684,-5.35331730799087,OnlyComparison
P06241,-0.0306920834147414,0.0421228765141262,-0.746822965626106,0.483301855382481,0.93773588490771,-5.23248750160692,OnlyComparison
Q9UIF8,-0.0307041199037982,-0.376505443693548,-0.671968201077352,0.526532721789623,0.93773588490771,-5.27941398471176,OnlyComparison
Q08174,-0.0307418171485631,-0.296497784154255,-0.759173886864672,0.476407745443547,0.93773588490771,-5.22436073472814,OnlyComparison
Q99988,-0.0307472055428946,0.405668506638173,-0.791207109527367,0.458846777881073,0.93773588490771,-5.20279389766825,OnlyComparison
Q9Y6R0,-0.0307555098476003,0.42404743472057,-0.870421567764973,0.417416537013306,0.93773588490771,-5.14654389500682,OnlyComparison
P50851,-0.0307844431478113,0.283209186573601,-0.895114953547047,0.405085166784324,0.93773588490771,-5.12819711223455,OnlyComparison
Q9NQ55,-0.0308100365476435,-0.174690928490876,-0.848794018552104,0.428444915756153,0.93773588490771,-5.16230198839162,OnlyComparison
Q9NYB0,-0.0308390548568474,0.20193604558496,-0.626635519464459,0.553898179347437,0.93773588490771,-5.30581803004479,OnlyComparison
A8MWY0,-0.030850349182072,-0.340051343521539,-0.975297990284892,0.366951773697863,0.93773588490771,-5.06612969464145,OnlyComparison
Q92889,-0.0308783739079193,-0.789939649619621,-0.619022841881892,0.558579140608029,0.93773588490771,-5.31009791790999,OnlyComparison
Q9NYK5,-0.0308958781399385,-0.0248972394180281,-0.791250336948954,0.458823392869333,0.93773588490771,-5.20276432341064,OnlyComparison
Q8IWA4,-0.0309114718231303,-2.00343224352866,-0.575232871193371,0.585971594243542,0.93773588490771,-5.33383556337895,OnlyComparison
Q8IY45,-0.030924749686482,-1.23192695539241,-0.708600465449472,0.505067949050246,0.93773588490771,-5.25695558551557,OnlyComparison
P41219,-0.030936934142807,1.31928838198979,-1.047607863207,0.335038997498528,0.93773588490771,-5.00710317158724,OnlyComparison
P11766,-0.0310023820690888,1.01978765056537,-0.788691989509826,0.460208852616136,0.93773588490771,-5.20451246508744,OnlyComparison
Q96L14,-0.0310134433523348,-1.26620107630158,-0.441235430955663,0.674445567424498,0.942710200629587,-5.39675221017934,OnlyComparison
Q14457,-0.0310607541351169,-1.12580609208368,-0.529372940202615,0.615487195428004,0.942282802303242,-5.35704905651689,OnlyComparison
P58005;P58004,-0.0310776155615162,-1.55925493250292,-0.532371230373842,0.613532314097988,0.942282802303242,-5.35558382290941,OnlyComparison
P29372,-0.0310885348086974,0.32699755723702,-0.582499696279617,0.581371551631322,0.93773588490771,-5.3300013668569,OnlyComparison
Q8TCS8,-0.0311678567279721,0.360023052486326,-0.938103926767968,0.384278630296843,0.93773588490771,-5.09538264660134,OnlyComparison
P12955,-0.0312317675849679,0.878523747729724,-0.672704561859666,0.526095490372839,0.93773588490771,-5.27897229545311,OnlyComparison
P29350,-0.0312612253057439,-0.192925951177193,-0.564418657249006,0.592856600720045,0.93773588490771,-5.33946314024435,OnlyComparison
Q9NPQ8,-0.031287711071962,-0.124101190307241,-0.892298253941825,0.406477748133241,0.93773588490771,-5.13030870040128,OnlyComparison
P23327,-0.0313364769785576,-0.890355373921986,-0.859475986390466,0.422971323589955,0.93773588490771,-5.15455570665,OnlyComparison
P35659,-0.0313564735323484,1.32700609969746,-1.00944481318503,0.351591746925717,0.93773588490771,-5.03860007762919,OnlyComparison
Q9Y5K5,-0.0314006547303838,0.0683910228070749,-0.724706944990732,0.495816919382917,0.93773588490771,-5.24677196218243,OnlyComparison
Q9Y4K3,-0.0314106088620343,-0.144910636467389,-0.80782853485057,0.449917333050815,0.93773588490771,-5.19133012953771,OnlyComparison
Q15366,-0.0314515588307898,1.76098672721213,-0.954881008275409,0.376385758767018,0.93773588490771,-5.08228428939646,OnlyComparison
P11021,-0.0314869159838524,1.85779253894248,-0.388579886585232,0.710955541642968,0.947094993786937,-5.41727904021097,OnlyComparison
Q9NRW7,-0.0315072974674828,0.369548160734535,-0.79654026644855,0.455968045905358,0.93773588490771,-5.19913572453919,OnlyComparison
Q969Z0,-0.0315255305537405,0.58100507967112,-0.597747990695135,0.571788953004058,0.93773588490771,-5.32181941142972,OnlyComparison
P11171,-0.0315359386097326,1.01397738370426,-1.11424129717852,0.307665819176922,0.93773588490771,-4.95037031044447,OnlyComparison
Q9H9S4,-0.0315945215383568,-1.55296402335798,-0.405731798933,0.698964116666479,0.942786197305365,-5.41086053642261,OnlyComparison
Q14562,-0.0316933066752578,-0.474884766596841,-1.01866261294276,0.34753455291194,0.93773588490771,-5.03106164123293,OnlyComparison
P62314,-0.0316933264565867,0.0495331864819725,-0.383543727315008,0.714493945970342,0.947161299999126,-5.41911404582166,OnlyComparison
P11279,-0.031701932561944,0.744768792831551,-0.423231288056673,0.686826939329927,0.942786197305365,-5.40404445722949,OnlyComparison
Q7L1Q6,-0.0317036365495629,0.717552088506722,-0.735940981764796,0.489432549082823,0.93773588490771,-5.23955925321205,OnlyComparison
Q9P0J7,-0.0317327153447863,0.00383481941288749,-0.565840225766564,0.591948864725791,0.93773588490771,-5.33872874323531,OnlyComparison
Q99714,-0.0317810563187475,1.03159949335019,-1.10152685373735,0.312740781920541,0.93773588490771,-4.96135936107059,OnlyComparison
Q8TC12,-0.031784470745679,0.665240317772615,-0.769546420570361,0.470670815572165,0.93773588490771,-5.21745406788256,OnlyComparison
Q9Y2E4,-0.0318292269229426,0.359307117383012,-0.894013255868181,0.405629418361479,0.93773588490771,-5.12902359157526,OnlyComparison
P20936,-0.031846692424734,0.594618603529401,-0.36055928647282,0.730740468524778,0.951541657353051,-5.42720097869314,OnlyComparison
P21579,-0.0319387415843242,1.58422033547337,-0.941991567072576,0.382438340982784,0.93773588490771,-5.0923617878713,OnlyComparison
P25788,-0.0319570341452082,1.05948412306021,-1.04974466757679,0.334131187836941,0.93773588490771,-5.00531756212657,OnlyComparison
P42566,-0.031967774204805,-1.67579915288757,-0.406508650774865,0.698423206267632,0.942786197305365,-5.41056366616867,OnlyComparison
