kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
NEK4	Other	0	94	0	15	121	5426	0.23852646386495516	-2.067778756670366	0.12228778996590926	0.296425602877364	0.9126169036763209	0.5280842881820723	1.4947658402203856	0.5799194993987531	0.9999999999669619	1.000000000015329	1.4348276591456707e-11	6.657331098046247e-12	downregulated set	0.6690011057869517	-0.5799194993987531	0.9999999999669619	1.000000000015329	1.4348276591456707e-11	6.657331098046247e-12
NEK5	Other	0	94	0	15	142	5426	0.20325142343422234	-2.2986626389004536	0.08450770116299636	0.22985990962952635	1.0731037121131013	0.6385367683781048	1.2737089201877934	0.34903561716866544	0.9999999999766964	1.000000000015329	1.0120616761594672e-11	6.657331098046247e-12	downregulated set	0.7851087357169186	-0.34903561716866544	0.9999999999766964	1.000000000015329	1.0120616761594672e-11	6.657331098046247e-12
NEK6	Other	2	94	0	15	254	5426	0.45451499413637125	-1.1376002061679371	0.18083911094287244	0.367746648427452	0.7427076367491884	0.4344512766591574	0.7120734908136483	-0.4899019500988182	0.4876987899510532	1.000000000015329	0.311848321952482	6.657331098046247e-12	downregulated set	1.4043494286767415	0.4899019500988182	0.4876987899510532	1.000000000015329	0.311848321952482	6.657331098046247e-12
NEK7	Other	3	94	0	15	184	5426	0.9411424606845512	-0.08751497473162816	0.6050067146423664	0.6321277052987484	0.21823980532117515	0.19919517471782622	0.9829710144927536	-0.024779219383665337	0.5964786356956665	1.000000000015329	0.22440510700729188	6.657331098046247e-12	downregulated set	1.0173239955768523	0.024779219383665337	0.5964786356956665	1.000000000015329	0.22440510700729188	6.657331098046247e-12
COT	STE	1	94	1	15	232	5426	0.24880777696258252	-2.0068965145233437	0.08739212738129302	0.23203951876298773	1.058527688519577	0.634438043906025	1.5591954022988503	0.6408017415457752	0.48178723483479435	1.000000000015329	0.31714471100901626	6.657331098046247e-12	downregulated set	0.6413564319941025	-0.6408017415457752	0.48178723483479435	1.000000000015329	0.31714471100901626	6.657331098046247e-12
RSK4	AGC	24	94	0	15	103	5426	13.450113612889899	3.7495464541421666	2.0367765188842626e-19	3.085716426109658e-17	18.69105662045484	16.51064398761652	1.7559870550161814	0.8122822094901293	0.9999999999683798	1.000000000015329	1.3732457071295869e-11	6.657331098046247e-12	upregulated set	13.450113612889899	3.7495464541421666	2.0367765188842626e-19	3.085716426109658e-17	18.69105662045484	16.51064398761652
CLK4	CMGC	1	94	1	15	331	5426	0.17439094941184033	-2.519602926202989	0.019872610298235106	0.0885500135347829	1.7017450838884836	1.052811368092415	1.0928499496475328	0.12809532986612998	0.6115706606260253	1.000000000015329	0.21355335752043406	6.657331098046247e-12	downregulated set	0.91503870254331	-0.12809532986612998	0.6115706606260253	1.000000000015329	0.21355335752043406	6.657331098046247e-12
CLK3	CMGC	2	94	1	15	441	5426	0.2617841462826265	-1.9335503649532921	0.015701442439309113	0.07929228431851101	1.8040604485680332	1.1007690704493718	0.820256991685563	-0.28585210888417323	0.6526461938349997	1.000000000015329	0.18532219040465	6.657331098046247e-12	downregulated set	1.2191301142646518	0.28585210888417323	0.6526461938349997	1.000000000015329	0.18532219040465	6.657331098046247e-12
RSK2	AGC	28	94	0	15	106	5426	15.247691690084302	3.9305189480986336	5.890515519919386e-24	1.7848262025355737e-21	23.22984669542359	20.74840406692128	1.7062893081761004	0.7708622821101482	0.9999999999847966	1.000000000015329	6.602750163540549e-12	6.657331098046247e-12	upregulated set	15.247691690084302	3.9305189480986336	5.890515519919386e-24	1.7848262025355737e-21	23.22984669542359	20.74840406692128
CLK2	CMGC	2	94	2	15	460	5426	0.2509713228492137	-1.9944055703401464	0.011931021020578258	0.06572907944064021	1.9233223891352673	1.1822424501272062	1.5727536231884058	0.6532926857289724	0.3681455020480579	1.000000000015329	0.4339805013060944	6.657331098046247e-12	downregulated set	0.6358274972355326	-0.6532926857289724	0.3681455020480579	1.000000000015329	0.4339805013060944	6.657331098046247e-12
RSK3	AGC	18	94	1	15	84	5426	12.369300911854104	3.628692059267781	3.899800158168261e-14	3.938798159749944e-12	13.408957647442342	11.4046362736597	4.306349206349206	2.1064653138945872	0.21060496369401116	1.000000000015329	0.676531397255399	6.657331098046247e-12	upregulated set	12.369300911854104	3.628692059267781	3.899800158168261e-14	3.938798159749944e-12	13.408957647442342	11.4046362736597
CDK9	CMGC	4	94	0	15	481	5426	0.48002830981554384	-1.0588086031658133	0.0745029029819523	0.21916873401486936	1.1278268047754618	0.6592214009783289	0.37602217602217597	-1.4111103470966946	0.24901756904934028	1.000000000015329	0.6037700108480065	6.657331098046247e-12	upregulated set	0.48002830981554384	-1.0588086031658133	0.0745029029819523	0.21916873401486936	1.1278268047754618	0.6592214009783289
CLK1	CMGC	1	94	1	15	312	5426	0.18501091107474085	-2.4343177382580197	0.026641253231438688	0.10349102216828106	1.5744453493704818	0.9850973235586571	1.1594017094017093	0.21338051781109912	0.5892979535164937	1.000000000015329	0.22966506709768525	6.657331098046247e-12	downregulated set	0.8625138223368966	-0.21338051781109912	0.5892979535164937	1.000000000015329	0.22966506709768525	6.657331098046247e-12
CDK8	CMGC	4	94	3	15	735	5426	0.3141409755391518	-1.6705159591194982	0.003011210192157774	0.01983471061356099	2.521258928277283	1.702574131456552	1.4764625850340136	0.5621447976707771	0.3328705639956958	1.000000000015329	0.4777246081460266	6.657331098046247e-12	downregulated set	0.6772945079248065	-0.5621447976707771	0.3328705639956958	1.000000000015329	0.4777246081460266	6.657331098046247e-12
CDK7	CMGC	2	94	2	15	421	5426	0.27422044776873705	-1.8665919424621675	0.020872085873755906	0.0915296611927893	1.6804341470919286	1.0384381452242342	1.7184481393507522	0.7811063136069516	0.32747030873385097	1.000000000015329	0.48482807074885775	6.657331098046247e-12	downregulated set	0.5819203833394766	-0.7811063136069516	0.32747030873385097	1.000000000015329	0.48482807074885775	6.657331098046247e-12
MAP3K15	STE	0	94	0	15	111	5426	0.26001533448341957	-1.9433313857458774	0.14574182324070212	0.32419258848121413	0.8364158017220039	0.48919691798381476	1.6294294294294294	0.7043668703232416	0.9999999999701749	1.000000000015329	1.2952894747310241e-11	6.657331098046247e-12	downregulated set	0.6137117582012532	-0.7043668703232416	0.9999999999701749	1.000000000015329	1.2952894747310241e-11	6.657331098046247e-12
CDK6	CMGC	7	94	2	15	411	5426	0.983123673448258	-0.024555181019850037	0.5804362057321236	0.6110994342983469	0.2362455055050464	0.21388811831129775	1.7602595296025954	0.8157881529916647	0.31696808581221797	1.000000000015329	0.4989844628717918	6.657331098046247e-12	downregulated set	0.568098046443052	-0.8157881529916647	0.31696808581221797	1.000000000015329	0.4989844628717918	6.657331098046247e-12
CDK5	CMGC	7	94	1	15	503	5426	0.8033078126982784	-0.3159751871436942	0.35001065968769596	0.5119598576060637	0.4559187288695848	0.2907640903984616	0.7191517561298874	-0.47563185313217954	0.5888409031474449	1.000000000015329	0.23000202986241333	6.657331098046247e-12	upregulated set	0.8033078126982784	-0.3159751871436942	0.35001065968769596	0.5119598576060637	0.4559187288695848	0.2907640903984616
CDK4	CMGC	7	94	2	15	370	5426	1.0920644048303623	0.1270579421455207	0.46365515221399073	0.5697219561883428	0.33380490990091344	0.24433704319436816	1.9553153153153153	0.9674012761570355	0.2738043858598809	1.000000000015329	0.5625595995201836	6.657331098046247e-12	downregulated set	0.5114264651677111	-0.9674012761570355	0.2738043858598809	1.000000000015329	0.5625595995201836	6.657331098046247e-12
CDK3	CMGC	5	94	1	15	357	5426	0.8084510399904642	-0.30676768853750874	0.4119225602359783	0.5401721425628399	0.3851844218875067	0.26746781674834064	1.0132586367880485	0.01900247264424782	0.6402263191787776	1.000000000015329	0.19366647633502374	6.657331098046247e-12	downregulated set	0.986914854404718	-0.01900247264424782	0.6402263191787776	1.000000000015329	0.19366647633502374	6.657331098046247e-12
MRCKB	AGC	1	94	0	15	49	5426	1.1780286582718194	0.23637463648902055	0.5779578928503419	0.6110994342983469	0.23810380097198924	0.21388811831129775	3.6911564625850337	1.8840728925581391	0.9999999999972997	1.000000000015329	1.1727186320770357e-12	6.657331098046247e-12	downregulated set	0.27091780316992264	-1.8840728925581391	0.9999999999972997	1.000000000015329	1.1727186320770357e-12	6.657331098046247e-12
CDK2	CMGC	8	94	1	15	536	5426	0.8615433470943157	-0.21500470985354367	0.41166595374984544	0.5401721425628399	0.38545504922788787	0.26746781674834064	0.6748756218905473	-0.5673064537844248	0.5558399636005477	1.000000000015329	0.25505023167298135	6.657331098046247e-12	upregulated set	0.8615433470943157	-0.21500470985354367	0.41166595374984544	0.5401721425628399	0.38545504922788787	0.26746781674834064
MRCKA	AGC	2	94	0	15	73	5426	1.5814631302827162	0.6612599217242113	0.3665504732078319	0.5187450136030148	0.43586621549381765	0.28504606488245976	2.477625570776256	1.3089581777933306	1.000000000009332	1.000000000015329	4.052875476411244e-12	6.657331098046247e-12	downregulated set	0.403612237375599	-1.3089581777933306	1.000000000009332	1.000000000015329	4.052875476411244e-12	6.657331098046247e-12
AAK1	Other	5	94	1	15	314	5426	0.9191624881420247	-0.12160817340003584	0.5377930226392279	0.5947830238357652	0.26938483664030866	0.22564143550930393	1.1520169851380042	0.20416198778172054	0.5916973761441491	1.000000000015329	0.2279003565783945	6.657331098046247e-12	downregulated set	0.8680427570954663	-0.20416198778172054	0.5916973761441491	1.000000000015329	0.2279003565783945	6.657331098046247e-12
CDK1	CMGC	8	94	1	15	481	5426	0.9600566196310877	-0.05880860316581326	0.5446242273685472	0.6000768759733447	0.26390304316785274	0.22179310849581044	0.7520443520443519	-0.4111103470966946	0.6112477627273414	1.000000000015329	0.21378271745842284	6.657331098046247e-12	upregulated set	0.9600566196310877	-0.05880860316581326	0.5446242273685472	0.6000768759733447	0.26390304316785274	0.22179310849581044
skMLCK	CAMK	6	94	0	15	158	5426	2.192028009695664	1.132266233148282	0.05996762787634626	0.19750207876666215	1.2220831300948307	0.7044283289380808	1.1447257383966245	0.1950019884962447	0.9999999999738444	1.000000000015329	1.1359247176039672e-11	6.657331098046247e-12	upregulated set	2.192028009695664	1.132266233148282	0.05996762787634626	0.19750207876666215	1.2220831300948307	0.7044283289380808
AURB	Other	9	94	0	15	147	5426	3.5340859748154583	1.8213371372101768	0.0012464423052104571	0.010790629099393385	2.9043278191326323	1.966953234980603	1.2303854875283446	0.2991103918369832	0.9999999999724346	1.000000000015329	1.19714986845708e-11	6.657331098046247e-12	upregulated set	3.5340859748154583	1.8213371372101768	0.0012464423052104571	0.010790629099393385	2.9043278191326323	1.966953234980603
AURC	Other	9	94	0	15	163	5426	3.1871818300482966	1.6722813278154636	0.002454766774578605	0.017297542620867846	2.609989763551224	1.7620155906285058	1.1096114519427402	0.15005458244227	0.9999999999836698	1.000000000015329	7.09209813645073e-12	6.657331098046247e-12	upregulated set	3.1871818300482966	1.6722813278154636	0.002454766774578605	0.017297542620867846	2.609989763551224	1.7620155906285058
BMPR1B	TKL	2	94	4	15	755	5426	0.15290968014654077	-2.709248353608213	0.00010968628236527017	0.001661747177833843	3.9598476829593063	2.779435050120983	1.9164679911699778	0.9384499024609063	0.1459387461183182	1.000000000015329	0.8358293894540154	6.657331098046247e-12	downregulated set	0.5217932178400295	-0.9384499024609063	0.1459387461183182	1.000000000015329	0.8358293894540154	6.657331098046247e-12
AURA	Other	11	94	0	15	220	5426	2.8861702127659576	1.5291563857168664	0.0017406547706960958	0.013185459888022926	2.7592873552748833	1.8799047181005406	0.8221212121212121	-0.282576976851312	0.5379856774889453	1.000000000015329	0.2692292861743463	6.657331098046247e-12	upregulated set	2.8861702127659576	1.5291563857168664	0.0017406547706960958	0.013185459888022926	2.7592873552748833	1.8799047181005406
BMPR1A	TKL	3	94	2	15	806	5426	0.21485138060292486	-2.2185890472025824	0.00025677858222345596	0.0032418296005711313	3.590441203383865	2.489209816593166	0.897601323407775	-0.15585329185461982	0.6107407499917734	1.000000000015329	0.2141431019361086	6.657331098046247e-12	downregulated set	1.1140803538518247	0.15585329185461982	0.6107407499917734	1.000000000015329	0.2141431019361086	6.657331098046247e-12
DYRK4	CMGC	2	94	2	15	730	5426	0.15814631302827165	-2.6606681731631507	0.00016765661413480835	0.0024190454325165207	3.7755793087690788	2.616355975000693	0.9910502283105023	-0.012969917094032016	0.6719495086045187	1.000000000015329	0.1726633593245655	6.657331098046247e-12	downregulated set	1.0090305934389974	0.012969917094032016	0.6719495086045187	1.000000000015329	0.1726633593245655	6.657331098046247e-12
GSK3B	CMGC	7	94	1	15	578	5426	0.6990723698741073	-0.5164862798388462	0.20633742295728352	0.3907514947253557	0.6854219978634543	0.408099352017074	0.625836216839677	-0.6761429458273313	0.5150803150641315	1.000000000015329	0.2881250473284733	6.657331098046247e-12	upregulated set	0.6990723698741073	-0.5164862798388462	0.20633742295728352	0.3907514947253557	0.6854219978634543	0.408099352017074
DYRK3	CMGC	0	94	1	15	379	5426	0.07615224835794082	-3.7149695575668633	0.0011763819044206866	0.010790629099393385	2.9294516646058777	1.966953234980603	0.9544415127528583	-0.06727130149774431	0.717773921643497	1.000000000015329	0.1440123246208729	6.657331098046247e-12	downregulated set	1.0477331367489866	0.06727130149774431	0.717773921643497	1.000000000015329	0.1440123246208729	6.657331098046247e-12
GSK3A	CMGC	4	94	1	15	739	5426	0.31244061843203874	-1.678346073541922	0.0028461811230700877	0.01959983818841447	2.5457374660764165	1.7077475140602987	0.489490302210194	-1.0306478174728033	0.37476215081153363	1.000000000015329	0.4262442772392535	6.657331098046247e-12	downregulated set	2.0429413932915588	1.0306478174728033	0.37476215081153363	1.000000000015329	0.4262442772392535	6.657331098046247e-12
BMPR2	TKL	2	94	2	15	415	5426	0.278185080748526	-1.8458830456300586	0.022712058699495736	0.09299667278307037	1.6437434980432177	1.031532589271889	1.743293172690763	0.8018152104390605	0.32117142124953235	1.000000000015329	0.49326310643763105	6.657331098046247e-12	downregulated set	0.5736269812016218	-0.8018152104390605	0.32117142124953235	1.000000000015329	0.49326310643763105	6.657331098046247e-12
DYRK2	CMGC	3	94	2	15	552	5426	0.3137141535615171	-1.6724774754527842	0.011453414153223929	0.06426637941531203	1.941065034993344	1.1920161663140076	1.3106280193236715	0.3902582798951785	0.460836895304564	1.000000000015329	0.3364527579144165	6.657331098046247e-12	downregulated set	0.7629929966826392	-0.3902582798951785	0.460836895304564	1.000000000015329	0.3364527579144165	6.657331098046247e-12
PKCI	AGC	0	94	0	15	25	5426	1.154468085106383	0.20722829082950422	1.0000000000026417	1.0000000000058595	1.1472603869569304e-12	2.544763751480014e-12	7.234666666666667	2.854926546898623	0.9999999999822801	1.000000000015329	7.695670697776708e-12	6.657331098046247e-12	downregulated set	0.13822336896424622	-2.854926546898623	0.9999999999822801	1.000000000015329	7.695670697776708e-12	6.657331098046247e-12
PKCH	AGC	0	94	0	15	12	5426	2.4051418439716308	1.2661219798830723	0.9999999999940258	1.0000000000058595	2.594571265142697e-12	2.544763751480014e-12	15.072222222222221	3.9138202359521914	0.9999999999867216	1.000000000015329	5.766726466400271e-12	6.657331098046247e-12	downregulated set	0.0663472171028382	-3.9138202359521914	0.9999999999867216	1.000000000015329	5.766726466400271e-12	6.657331098046247e-12
LRRK2	TKL	0	94	2	15	135	5426	0.21379038613081167	-2.2257311164466023	0.09560090952439311	0.24758184261445396	1.0195379759294847	0.6062812091733413	5.359012345679012	2.421967139622517	0.053346373384914214	1.000000000015329	1.2728950996219917	6.657331098046247e-12	downregulated set	0.1866015481017324	-2.421967139622517	0.053346373384914214	1.000000000015329	1.2728950996219917	6.657331098046247e-12
CK2A2	Other	11	94	4	15	997	5426	0.6368680509613949	-0.6509335951566698	0.05810697194465362	0.19750207876666215	1.2357717558121728	0.7044283289380808	1.4512871949180877	0.5373330422751518	0.29240198256499456	1.000000000015329	0.5340196870694501	6.657331098046247e-12	downregulated set	0.6890434942867674	-0.5373330422751518	0.29240198256499456	1.000000000015329	0.5340196870694501	6.657331098046247e-12
CK2A1	Other	10	94	4	15	976	5426	0.591428322288106	-0.7577247620712951	0.03780130259643944	0.13635469865144229	1.4224932345358232	0.8653298920953998	1.4825136612021856	0.5680453991104613	0.2784456998747502	1.000000000015329	0.5552594846698506	6.657331098046247e-12	downregulated set	0.6745300405455217	-0.5680453991104613	0.2784456998747502	1.000000000015329	0.5552594846698506	6.657331098046247e-12
PKCT	AGC	0	94	0	15	16	5426	1.8038563829787233	0.8510844806042287	1.000000000000678	1.0000000000058595	2.9440917553861876e-13	2.544763751480014e-12	11.304166666666667	3.498782736673348	0.9999999999681047	1.000000000015329	1.3851937244405616e-11	6.657331098046247e-12	downregulated set	0.08846295613711758	-3.498782736673348	0.9999999999681047	1.000000000015329	1.3851937244405616e-11	6.657331098046247e-12
DMPK1	AGC	2	94	1	15	98	5426	1.1780286582718194	0.23637463648902055	0.5114904708802835	0.5870515631694163	0.2911624528270113	0.2313237511945374	3.6911564625850337	1.8840728925581391	0.24103496614017128	1.000000000015329	0.6179199512001763	6.657331098046247e-12	downregulated set	0.27091780316992264	-1.8840728925581391	0.24103496614017128	1.000000000015329	0.6179199512001763	6.657331098046247e-12
EEF2K	Alpha	3	94	2	15	145	5426	1.194277329420396	0.25613789131045034	0.46428271430995005	0.5697219561883428	0.3332174852322768	0.24433704319436816	4.989425287356322	2.3188736466584134	0.06048674665574313	1.000000000015329	1.2183397738569282	6.657331098046247e-12	downregulated set	0.20042388499815703	-2.3188736466584134	0.06048674665574313	1.000000000015329	1.2183397738569282	6.657331098046247e-12
PKCZ	AGC	0	94	0	15	49	5426	0.5890143291359097	-0.7636253635109795	0.4294201912457235	0.5509748516159008	0.36711753898584315	0.2588682233872233	3.6911564625850337	1.8840728925581391	0.9999999999972997	1.000000000015329	1.1727186320770357e-12	6.657331098046247e-12	downregulated set	0.27091780316992264	-1.8840728925581391	0.9999999999972997	1.000000000015329	1.1727186320770357e-12	6.657331098046247e-12
TLK2	Other	3	94	2	15	285	5426	0.6076147816349384	-0.7187711277267191	0.2689243420751475	0.4552182997137971	0.5703698852053073	0.3417802876828955	2.5384795321637426	1.3439646276212436	0.18575215138873716	1.000000000015329	0.7310661475224547	6.657331098046247e-12	downregulated set	0.39393660154810173	-1.3439646276212436	0.18575215138873716	1.000000000015329	0.7310661475224547	6.657331098046247e-12
TLK1	Other	3	94	2	15	278	5426	0.6229144344099188	-0.6828940913981227	0.28706540834974786	0.47063628435225047	0.5420191372420123	0.3273145933382801	2.6023980815347723	1.3798416639498403	0.17872321534394417	1.000000000015329	0.7478190309251359	6.657331098046247e-12	downregulated set	0.3842609657206045	-1.3798416639498403	0.17872321534394417	1.000000000015329	0.7478190309251359	6.657331098046247e-12
PDHK4	PDHK	5	94	1	15	460	5426	0.6274283071230342	-0.6724774754527841	0.18446830539893372	0.37015825520448287	0.7340782418235491	0.4316125606144135	0.7863768115942029	-0.34670731427102763	0.6328900361561673	1.000000000015329	0.1986717415453265	6.657331098046247e-12	downregulated set	1.2716549944710651	0.34670731427102763	0.6328900361561673	1.000000000015329	0.1986717415453265	6.657331098046247e-12
PDHK1	PDHK	7	94	0	15	328	5426	1.2319019200830306	0.3008873980437491	0.3443249323453121	0.5119598576060637	0.4630315291746266	0.2907640903984616	0.5514227642276422	-0.8587692679447363	0.3930224627980313	1.000000000015329	0.4055826272570266	6.657331098046247e-12	upregulated set	1.2319019200830306	0.3008873980437491	0.3443249323453121	0.5119598576060637	0.4630315291746266	0.2907640903984616
CAMK1A	CAMK	0	94	0	15	103	5426	0.28021070026853956	-1.8354160465789895	0.16766516184300656	0.3527954447113263	0.7755571675139017	0.4524770311068464	1.7559870550161814	0.8122822094901293	0.9999999999683798	1.000000000015329	1.3732457071295869e-11	6.657331098046247e-12	downregulated set	0.5694802801326944	-0.8122822094901293	0.9999999999683798	1.000000000015329	1.3732457071295869e-11	6.657331098046247e-12
CAMK1B	CAMK	5	94	0	15	90	5426	3.206855791962175	1.6811594791619164	0.02239203032906643	0.0929422628727004	1.6499065263078252	1.0317867579259759	2.0096296296296297	1.006929640343673	0.9999999999885357	1.000000000015329	4.978870926216489e-12	6.657331098046247e-12	upregulated set	3.206855791962175	1.6811594791619164	0.02239203032906643	0.0929422628727004	1.6499065263078252	1.0317867579259759
GCN2	Other	5	94	0	15	211	5426	1.3678531814056671	0.45191338678440607	0.3066943432814929	0.49168458208620297	0.5132942341390955	0.3083134098100346	0.8571879936808847	-0.22231645203383749	0.5520846935824845	1.000000000015329	0.2579942934047158	6.657331098046247e-12	upregulated set	1.3678531814056671	0.45191338678440607	0.3066943432814929	0.49168458208620297	0.5132942341390955	0.3083134098100346
smMLCK	CAMK	1	94	0	15	103	5426	0.5604214005370791	-0.8354160465789897	0.46733916903472716	0.5709829363609771	0.33036781798540715	0.24337687030931848	1.7559870550161814	0.8122822094901293	0.9999999999683798	1.000000000015329	1.3732457071295869e-11	6.657331098046247e-12	downregulated set	0.5694802801326944	-0.8122822094901293	0.9999999999683798	1.000000000015329	1.3732457071295869e-11	6.657331098046247e-12
CAMK1D	CAMK	3	94	0	15	136	5426	1.273310387984981	0.34858414007504523	0.42365783810951974	0.5462481912646148	0.3729847542843056	0.2626099880537369	1.3299019607843137	0.4113198954230081	0.9999999999776265	1.000000000015329	9.716708202219603e-12	6.657331098046247e-12	downregulated set	0.7519351271654995	-0.4113198954230081	0.9999999999776265	1.000000000015329	9.716708202219603e-12	6.657331098046247e-12
AlphaK3	Alpha	2	94	1	15	486	5426	0.23754487347867964	-2.0737280230015522	0.008142389134479646	0.04654988505183647	2.0892481460098207	1.3320813871083048	0.7443072702331962	-0.4260297669324333	0.6061296926018824	1.000000000015329	0.21743444059435793	6.657331098046247e-12	downregulated set	1.3435311463324733	0.4260297669324333	0.6061296926018824	1.000000000015329	0.21743444059435793	6.657331098046247e-12
HUNK	CAMK	13	94	2	15	284	5426	2.642268504644891	1.401777079240639	0.0014247727453554559	0.011667733563316301	2.8462544011353113	1.9330134967000014	2.5474178403755867	1.3490356171686655	0.18474500550434061	1.000000000015329	0.7334272937246092	6.657331098046247e-12	upregulated set	2.642268504644891	1.401777079240639	0.0014247727453554559	0.011667733563316301	2.8462544011353113	1.9330134967000014
JNK1	CMGC	8	94	3	15	823	5426	0.5611023499909517	-0.833664139817397	0.04309274562033317	0.15182676654605756	1.3655958342993642	0.8186516570406269	1.3185905224787364	0.3989966169728782	0.4037275607218089	1.000000000015329	0.3939116021853314	6.657331098046247e-12	downregulated set	0.7583855510504975	-0.3989966169728782	0.4037275607218089	1.000000000015329	0.3939116021853314	6.657331098046247e-12
caMLCK	CAMK	4	94	0	15	115	5426	2.0077705827937096	1.0055944296598536	0.1441497410511395	0.32419258848121413	0.8411861334364548	0.48919691798381476	1.5727536231884058	0.6532926857289724	0.99999999996381	1.000000000015329	1.571713943027648e-11	6.657331098046247e-12	upregulated set	2.0077705827937096	1.0055944296598536	0.1441497410511395	0.32419258848121413	0.8411861334364548	0.48919691798381476
JNK2	CMGC	6	94	5	15	692	5426	0.5004919444102816	-0.99858124631134	0.03765498472877977	0.13635469865144229	1.4241775241935106	0.8653298920953998	2.613680154142582	1.3860826039239853	0.03395175691895795	1.000000000015329	1.4691377471429479	6.657331098046247e-12	downregulated set	0.38260228529303353	-1.3860826039239853	0.03395175691895795	1.000000000015329	1.4691377471429479	6.657331098046247e-12
IRAK4	TKL	2	94	0	15	111	5426	1.0400613379336783	0.056668614254122666	0.5779993462073436	0.6110994342983469	0.23807265282290271	0.21388811831129775	1.6294294294294294	0.7043668703232416	0.9999999999701749	1.000000000015329	1.2952894747310241e-11	6.657331098046247e-12	downregulated set	0.6137117582012532	-0.7043668703232416	0.9999999999701749	1.000000000015329	1.2952894747310241e-11	6.657331098046247e-12
MASTL	AGC	5	94	0	15	230	5426	1.2548566142460684	0.32752252454721587	0.3714192983778989	0.5210187380023303	0.4301355347338507	0.28314665738247663	0.7863768115942029	-0.34670731427102763	0.5227145885414796	1.000000000015329	0.2817353789253022	6.657331098046247e-12	upregulated set	1.2548566142460684	0.32752252454721587	0.3714192983778989	0.5210187380023303	0.4301355347338507	0.28314665738247663
JNK3	CMGC	7	94	4	15	827	5426	0.4885898788237413	-1.0333041165094419	0.0192868100746622	0.08854399170640374	1.7147395961783738	1.0528409032179373	1.7496170898831116	0.8070392175020729	0.18559175551713417	1.000000000015329	0.7314413202127497	6.657331098046247e-12	downregulated set	0.5715536306671581	-0.8070392175020729	0.18559175551713417	1.000000000015329	0.7314413202127497	6.657331098046247e-12
TGFBR1	TKL	3	94	2	15	760	5426	0.22785554311310188	-2.133808627005563	0.0005332694163308522	0.0057707368981517225	3.273053322935572	2.2387687257754862	0.9519298245614035	-0.07107287165760025	0.6478103778034737	1.000000000015329	0.1885520989521434	6.657331098046247e-12	downregulated set	1.0504976041282712	0.07107287165760025	0.6478103778034737	1.000000000015329	0.1885520989521434	6.657331098046247e-12
TGFBR2	TKL	4	94	1	15	246	5426	0.9385919391108803	-0.09143002473501133	0.5772188266372338	0.6110994342983469	0.23865951234756225	0.21388811831129775	1.470460704607046	0.5562682313341075	0.5023213527007735	1.000000000015329	0.2990183604368659	6.657331098046247e-12	downregulated set	0.6800589753040914	-0.5562682313341075	0.5023213527007735	1.000000000015329	0.2990183604368659	6.657331098046247e-12
LATS1	AGC	10	94	0	15	268	5426	2.1538583677357894	1.106923385033819	0.019125005853121605	0.08854399170640374	1.718398423260461	1.0528409032179373	0.6748756218905473	-0.5673064537844248	0.4682969153799213	1.000000000015329	0.32947870285830216	6.657331098046247e-12	upregulated set	2.1538583677357894	1.106923385033819	0.019125005853121605	0.08854399170640374	1.718398423260461	1.0528409032179373
LATS2	AGC	13	94	0	15	228	5426	3.2912467338559166	1.7186341845805793	0.00019398912151341358	0.0025555958181984486	3.7122226236737035	2.5925078311889913	0.7932748538011696	-0.33410727749139413	0.5257360538843153	1.000000000015329	0.2792322389486655	6.657331098046247e-12	upregulated set	3.2912467338559166	1.7186341845805793	0.00019398912151341358	0.0025555958181984486	3.7122226236737035	2.5925078311889913
MYO3B	STE	0	94	0	15	112	5426	0.25769376899696045	-1.9562704414533756	0.14320905722231683	0.32419258848121413	0.8440295143096977	0.48919691798381476	1.6148809523809522	0.6914278146157433	0.9999999999593736	1.000000000015329	1.764381749215062e-11	6.657331098046247e-12	downregulated set	0.6192406929598231	-0.6914278146157433	0.9999999999593736	1.000000000015329	1.764381749215062e-11	6.657331098046247e-12
PKR	Other	2	94	0	15	120	5426	0.9620567375886525	-0.05580611500428975	0.6553507814962051	0.6708489418694261	0.1835261783446349	0.17337526090126848	1.5072222222222222	0.5918921410648291	0.9999999999437678	1.000000000015329	2.442135200928199e-11	6.657331098046247e-12	downregulated set	0.6634721710283819	-0.5918921410648291	0.9999999999437678	1.000000000015329	2.442135200928199e-11	6.657331098046247e-12
MYO3A	STE	1	94	0	15	101	5426	0.5715188540130609	-0.8071270021475659	0.4778473612691573	0.5745545653355343	0.3207108078751858	0.24066872015442495	1.7907590759075906	0.8405712539215527	0.9999999999682682	1.000000000015329	1.3780962742865036e-11	6.657331098046247e-12	downregulated set	0.5584224106155548	-0.8405712539215527	0.9999999999682682	1.000000000015329	1.3780962742865036e-11	6.657331098046247e-12
