kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
PKCE	AGC	0	94	0	15	8	5426	3.6077127659574466	1.8510844806042286	0.9999999999974121	1.0000000000058595	1.1239236622693105e-12	2.544763751480014e-12	22.608333333333334	4.4987827366733475	0.9999999999920257	1.000000000015329	3.4631892306466284e-12	6.657331098046247e-12	downregulated set	0.04423147806855879	-4.4987827366733475	0.9999999999920257	1.000000000015329	3.4631892306466284e-12	6.657331098046247e-12
PKCD	AGC	0	94	0	15	19	5426	1.519036954087346	0.6031569671606434	1.0000000000058595	1.0000000000058595	2.544763751480014e-12	2.544763751480014e-12	9.519298245614035	3.250855223229762	0.9999999999648415	1.000000000015329	1.526916110567317e-11	6.657331098046247e-12	downregulated set	0.10504976041282713	-3.250855223229762	0.9999999999648415	1.000000000015329	1.526916110567317e-11	6.657331098046247e-12
PKCG	AGC	0	94	0	15	30	5426	0.9620567375886525	-0.05580611500428975	0.5965217867904752	0.6254190359775571	0.22437368994822227	0.20382890420246505	6.028888888888889	2.5918921410648292	0.9999999999734579	1.000000000015329	1.1527088371597694e-11	6.657331098046247e-12	downregulated set	0.16586804275709546	-2.5918921410648292	0.9999999999734579	1.000000000015329	1.1527088371597694e-11	6.657331098046247e-12
PKCA	AGC	0	94	0	15	38	5426	0.759518477043673	-0.39684303283935674	0.5194986954648634	0.5917597922024572	0.2844155386806683	0.22785454680943026	4.7596491228070175	2.2508552232297623	0.9999999999861019	1.000000000015329	6.03587026231895e-12	6.657331098046247e-12	downregulated set	0.21009952082565425	-2.2508552232297623	0.9999999999861019	1.000000000015329	6.03587026231895e-12	6.657331098046247e-12
CAMK1G	CAMK	1	94	0	15	83	5426	0.695462701871315	-0.5239549507426962	0.5790145936754955	0.6110994342983469	0.23731049003272656	0.21388811831129775	2.1791164658634536	1.1237433053264227	0.999999999985308	1.000000000015329	6.380665547990007e-12	6.657331098046247e-12	downregulated set	0.4589015849612975	-1.1237433053264227	0.999999999985308	1.000000000015329	6.380665547990007e-12	6.657331098046247e-12
PKCB	AGC	0	94	0	15	54	5426	0.5344759653270291	-0.90380302155924	0.393763253281671	0.5347284412413053	0.40476481547477244	0.2718667159451717	3.3493827160493828	1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12	downregulated set	0.29856247696277183	-1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12
CAMK2B	CAMK	9	94	0	15	549	5426	0.9462853156609696	-0.07965285695865758	0.5176190664149238	0.5917597922024572	0.28598973487744545	0.22785454680943026	0.32944748026715237	-1.6018796023318513	0.20238276300142324	1.000000000015329	0.6938264792440318	6.657331098046247e-12	upregulated set	0.9462853156609696	-0.07965285695865758	0.5176190664149238	0.5917597922024572	0.28598973487744545	0.22785454680943026
CAMK2D	CAMK	10	94	0	15	355	5426	1.626011387473779	0.7013373610995468	0.09045831199085293	0.2362833494243831	1.0435515207233959	0.6265668814480092	0.5094835680751174	-0.9728924777186968	0.3629763952350698	1.000000000015329	0.4401216167062546	6.657331098046247e-12	upregulated set	1.626011387473779	0.7013373610995468	0.09045831199085293	0.2362833494243831	1.0435515207233959	0.6265668814480092
ROCK1	AGC	1	94	0	15	43	5426	1.3424047501237013	0.424819725902131	0.5317313852569787	0.5947830238357652	0.2743077048510556	0.22564143550930393	4.206201550387597	2.0725179819712496	0.9999999999945373	1.000000000015329	2.372438433220877e-12	6.657331098046247e-12	downregulated set	0.2377441946185035	-2.0725179819712496	0.9999999999945373	1.000000000015329	2.372438433220877e-12	6.657331098046247e-12
ROCK2	AGC	1	94	0	15	68	5426	0.8488735919899875	-0.2363783606461107	0.670780272778235	0.6820349753416283	0.17341971820300586	0.16619335377695607	2.6598039215686273	1.4113198954230082	0.9999999999822061	1.000000000015329	7.727782802413503e-12	6.657331098046247e-12	downregulated set	0.37596756358274974	-1.4113198954230082	0.9999999999822061	1.000000000015329	7.727782802413503e-12	6.657331098046247e-12
CAMK2A	CAMK	11	94	0	15	431	5426	1.4732191341264749	0.558972040152428	0.1291332413334884	0.30568259471911713	0.8889619477457539	0.5147292888913172	0.4196442382057231	-1.2527613224157508	0.28950939511349977	1.000000000015329	0.5383373380514213	6.657331098046247e-12	upregulated set	1.4732191341264749	0.558972040152428	0.1291332413334884	0.30568259471911713	0.8889619477457539	0.5147292888913172
YSK1	STE	0	94	0	15	60	5426	0.48102836879432626	-1.05580611500429	0.3548236636873709	0.5119598576060637	0.44998742416684734	0.2907640903984616	3.0144444444444445	1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12	downregulated set	0.3317360855141909	-1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12
TTK	Other	3	94	1	15	243	5426	0.7126346204360389	-0.48876552228039605	0.39050806979342045	0.5347284412413053	0.40836998706058447	0.2718667159451717	1.4886145404663924	0.5739702330675668	0.49798619700387564	1.000000000015329	0.3027826946863213	6.657331098046247e-12	downregulated set	0.6717655731662366	-0.5739702330675668	0.49798619700387564	1.000000000015329	0.3027826946863213	6.657331098046247e-12
YSK4	STE	1	94	0	15	134	5426	0.43077167354715784	-1.2150047098535437	0.32484798848390245	0.5047637974903715	0.48831981811839437	0.29691180097860737	1.3497512437810946	0.4326935462155752	0.9999999999888307	1.000000000015329	4.8507600222834345e-12	6.657331098046247e-12	downregulated set	0.7408772576483598	-0.4326935462155752	0.9999999999888307	1.000000000015329	4.8507600222834345e-12	6.657331098046247e-12
LKB1	CAMK	2	94	0	15	272	5426	0.42443679599499373	-1.2363783606461107	0.1465821274651034	0.32419258848121413	0.833918979329713	0.48919691798381476	0.6649509803921568	-0.5886801045769919	0.4628873039904587	1.000000000015329	0.3345247308233705	6.657331098046247e-12	downregulated set	1.503870254330999	0.5886801045769919	0.4628873039904587	1.000000000015329	0.3345247308233705	6.657331098046247e-12
CRIK	AGC	13	94	1	15	113	5426	6.6407456222933545	2.731345236330134	1.5416698684728704e-7	0.000005190288557191997	6.81200861568224	5.284808496619259	3.20117994100295	1.6786037742581599	0.27242145499385084	1.000000000015329	0.5647586918454844	6.657331098046247e-12	upregulated set	6.6407456222933545	2.731345236330134	1.5416698684728704e-7	0.000005190288557191997	6.81200861568224	5.284808496619259
PHKG1	CAMK	0	94	0	15	74	5426	0.3900230017251294	-1.358368885024721	0.2781620805725236	0.46309401326084976	0.5557020739145775	0.33433083339734726	2.4441441441441443	1.2893293710443978	0.999999999999952	1.000000000015329	2.08294732775515e-14	6.657331098046247e-12	downregulated set	0.4091411721341688	-1.2893293710443978	0.999999999999952	1.000000000015329	2.08294732775515e-14	6.657331098046247e-12
PHKG2	CAMK	0	94	0	15	51	5426	0.5659157279933249	-0.821340861367267	0.414789464017379	0.5401721425628399	0.3821722835684998	0.26746781674834064	3.5464052287581698	1.8263573947018519	0.9999999999856971	1.000000000015329	6.211667159474094e-12	6.657331098046247e-12	downregulated set	0.2819756726870623	-1.8263573947018519	0.9999999999856971	1.000000000015329	6.211667159474094e-12	6.657331098046247e-12
IKKA	Other	5	94	2	15	488	5426	0.591428322288106	-0.7577247620712951	0.14314279878952832	0.32419258848121413	0.8442304955266797	0.48919691798381476	1.4825136612021856	0.5680453991104613	0.39693416884332383	1.000000000015329	0.401281514593993	6.657331098046247e-12	downregulated set	0.6745300405455217	-0.5680453991104613	0.39693416884332383	1.000000000015329	0.401281514593993	6.657331098046247e-12
IKKB	Other	9	94	2	15	367	5426	1.4155603223375266	0.5013732292033282	0.18865725825564922	0.3760733503385639	0.7243264814264744	0.4247274408689419	1.9712988192552223	0.9791464838301347	0.2706481807944731	1.000000000015329	0.56759488774372	6.657331098046247e-12	downregulated set	0.5072797640987837	-0.9791464838301347	0.2706481807944731	1.000000000015329	0.56759488774372	6.657331098046247e-12
BUB1	Other	1	94	0	15	172	5426	0.3356011875309253	-1.575180274097869	0.20003202472724582	0.38664786797842315	0.6989004690913517	0.41268438022990983	1.0515503875968992	0.07251798197124965	0.9999999999809733	1.000000000015329	8.263177411853745e-12	6.657331098046247e-12	downregulated set	0.950976778474014	-0.07251798197124965	0.9999999999809733	1.000000000015329	8.263177411853745e-12	6.657331098046247e-12
CAMK2G	CAMK	10	94	2	15	759	5426	0.7605191601491325	-0.3949434999238751	0.22188293736368078	0.40500319289876674	0.6538760934133846	0.39254155295113463	0.9531840140535793	-0.06917333874211863	0.6486162088468059	1.000000000015329	0.18801220255671233	6.657331098046247e-12	downregulated set	1.0491153704386287	0.06917333874211863	0.6486162088468059	1.000000000015329	0.18801220255671233	6.657331098046247e-12
SBK	Other	5	94	2	15	254	5426	1.1362874853409282	0.1843278887194253	0.4533191123445452	0.5652497573678896	0.34359597030642614	0.24775961540243333	2.8482939632545934	1.5100980499011818	0.1550433592595078	1.000000000015329	0.8095468305147842	6.657331098046247e-12	downregulated set	0.3510873571691854	-1.5100980499011818	0.1550433592595078	1.000000000015329	0.8095468305147842	6.657331098046247e-12
IKKE	Other	1	94	0	15	248	5426	0.23275566231983527	-2.1031118297826468	0.06937379353184933	0.21250684831829758	1.1588045565469822	0.6726270696657973	0.7293010752688173	-0.4554135737135275	0.49624137740033164	1.000000000015329	0.3043070263849786	6.657331098046247e-12	downregulated set	1.3711758201253224	0.4554135737135275	0.49624137740033164	1.000000000015329	0.3043070263849786	6.657331098046247e-12
ACVR2B	TKL	2	94	1	15	688	5426	0.16780059376546266	-2.5751802740978693	0.00033848750037406103	0.0037985819486422404	3.470457364257424	2.4203784999141065	0.5257751937984496	-0.9274820180287504	0.4162485576039324	1.000000000015329	0.3806472584123221	6.657331098046247e-12	downregulated set	1.901953556948028	0.9274820180287504	0.4162485576039324	1.000000000015329	0.3806472584123221	6.657331098046247e-12
ACVR2A	TKL	4	94	3	15	609	5426	0.3791356601334591	-1.3992139373021037	0.016306830366231838	0.07969305808013301	1.787630446576531	1.0985795075724798	1.781937602627258	0.8334468194881715	0.23379822710197878	1.000000000015329	0.6311587864280148	6.657331098046247e-12	downregulated set	0.5611868779948396	-0.8334468194881715	0.23379822710197878	1.000000000015329	0.6311587864280148	6.657331098046247e-12
MTOR	PIKK	2	94	1	15	449	5426	0.2571198407809316	-1.9594871541369185	0.013993774359800025	0.0731054074313691	1.8540651330738558	1.136050498134488	0.8056421677802524	-0.3117888980677993	0.6443100259279679	1.000000000015329	0.19090511066620228	6.657331098046247e-12	downregulated set	1.241245853298931	0.3117888980677993	0.6443100259279679	1.000000000015329	0.19090511066620228	6.657331098046247e-12
BCKDK	PDHK	6	94	0	15	298	5426	1.162216193060117	0.21687846086322315	0.4160607541251054	0.5401721425628399	0.3808432480877268	0.26746781674834064	0.6069351230425055	-0.7203857837888142	0.4291216922184828	1.000000000015329	0.36741953120801557	6.657331098046247e-12	upregulated set	1.162216193060117	0.21687846086322315	0.4160607541251054	0.5401721425628399	0.3808432480877268	0.26746781674834064
NIK	STE	1	94	0	15	16	5426	3.6077127659574466	1.8510844806042286	0.25354031276879596	0.43402663711268463	0.5959529782591889	0.36248361611869045	11.304166666666667	3.498782736673348	0.9999999999681047	1.000000000015329	1.3851937244405616e-11	6.657331098046247e-12	downregulated set	0.08846295613711758	-3.498782736673348	0.9999999999681047	1.000000000015329	1.3851937244405616e-11	6.657331098046247e-12
PINK1	Other	10	94	1	15	492	5426	1.1732399238886004	0.23049807015235105	0.3497269412248459	0.5119598576060637	0.45627091051430857	0.2907640903984616	0.735230352303523	-0.4437317686658924	0.6000073536975927	1.000000000015329	0.22184342686516437	6.657331098046247e-12	upregulated set	1.1732399238886004	0.23049807015235105	0.3497269412248459	0.5119598576060637	0.45627091051430857	0.2907640903984616
SNRK	CAMK	4	94	0	15	131	5426	1.7625466948189052	0.8176614790667783	0.19735997957995793	0.38664786797842315	0.7047409084530186	0.41268438022990983	1.3806615776081426	0.4653597351358974	0.9999999999878605	1.000000000015329	5.272122908798804e-12	6.657331098046247e-12	upregulated set	1.7625466948189052	0.8176614790667783	0.19735997957995793	0.38664786797842315	0.7047409084530186	0.41268438022990983
BIKE	Other	5	94	2	15	300	5426	0.9620567375886525	-0.05580611500428975	0.5808469870558545	0.6110994342983469	0.2359382590543719	0.21388811831129775	2.4115555555555557	1.2699640461774668	0.2009694888900578	1.000000000015329	0.6968698719949336	6.657331098046247e-12	downregulated set	0.41467010689273864	-1.2699640461774668	0.2009694888900578	1.000000000015329	0.6968698719949336	6.657331098046247e-12
