kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
CDK19	CMGC	4	52	4	11	664	5472	0.6339202965708991	-0.6576266346021188	0.229290718430163	0.5767187058158775	0.639613524930539	0.239035962060811	2.99671412924425	1.583381464901676	0.03568530928471053	1.0000000000301261	1.4475105348588237	1.30836093350113e-11	downregulated set	0.3336988304093567	-1.583381464901676	0.03568530928471053	1.0000000000301261	1.4475105348588237	1.30836093350113e-11
MEKK6	STE	2	52	0	11	139	5472	1.5141117874930825	0.5984717240212983	0.38480939920332446	0.6390359720381168	0.4147543285981416	0.1944746942391804	1.7894048397645521	0.8394798235250932	0.9999999999874783	1.0000000000301261	5.438083665794671e-12	1.30836093350113e-11	downregulated set	0.5588450292397661	-0.8394798235250932	0.9999999999874783	1.0000000000301261	5.438083665794671e-12	1.30836093350113e-11
MEKK1	STE	0	52	0	11	152	5472	0.3461538461538462	-1.5305147166987798	0.23276245038554183	0.5767187058158775	0.6330870794588737	0.239035962060811	1.6363636363636365	0.7104933828050153	0.9999999999984378	1.0000000000301261	6.784525890940951e-13	1.30836093350113e-11	downregulated set	0.611111111111111	-0.7104933828050153	0.9999999999984378	1.0000000000301261	6.784525890940951e-13	1.30836093350113e-11
MEKK3	STE	1	52	2	11	105	5472	1.0021978021978022	0.003167279078683048	0.6366001630883739	0.6888923193420616	0.19613325445461394	0.16184865729452821	9.475324675324675	3.2441753785824776	0.018499355837853854	0.9342174698116197	1.7328433938097498	0.02955201569108852	downregulated set	0.10553728070175439	-3.2441753785824776	0.018499355837853854	0.9342174698116197	1.7328433938097498	0.02955201569108852
PLK2	Other	0	52	1	11	634	5472	0.08298956563940792	-3.590926233394602	0.0017110532102789025	0.07406416038778678	2.766736484572761	1.1303918960847126	0.7846286205907657	-0.3499181338908068	0.6302000823022773	1.0000000000301261	0.2005215444444334	1.30836093350113e-11	downregulated set	1.2744883040935673	0.3499181338908068	0.6302000823022773	1.0000000000301261	0.2005215444444334	1.30836093350113e-11
MEKK2	STE	0	52	0	11	104	5472	0.5059171597633136	-0.9830269213962863	0.37047513349926225	0.6390359720381168	0.43124093679795106	0.1944746942391804	2.3916083916083917	1.2579811781075085	1.0000000000026743	1.0000000000301261	1.161436000715226e-12	1.30836093350113e-11	downregulated set	0.41812865497076024	-1.2579811781075085	1.0000000000026743	1.0000000000301261	1.161436000715226e-12	1.30836093350113e-11
PLK1	Other	0	52	2	11	294	5472	0.17896389324960754	-2.482259548091559	0.057411509782611704	0.39535653327571246	1.2410010320970988	0.4030110800809812	3.3840445269016697	1.758748551412236	0.11583558905031137	1.0000000000301261	0.9361579885052043	1.30836093350113e-11	downregulated set	0.2955043859649123	-1.758748551412236	0.11583558905031137	1.0000000000301261	0.9361579885052043	1.30836093350113e-11
QSK	CAMK	2	52	0	11	334	5472	0.6301243666513128	-0.6662914957292465	0.3788274624823859	0.6390359720381168	0.42155854505355317	0.1944746942391804	0.7446924333151879	-0.4252833962254515	0.5005738349523419	1.0000000000301261	0.30053185475335065	1.30836093350113e-11	downregulated set	1.3428362573099415	0.4252833962254515	0.5005738349523419	1.0000000000301261	0.30053185475335065	1.30836093350113e-11
BRAF	TKL	2	52	0	11	278	5472	0.7570558937465413	-0.4015282759787017	0.50466325653532	0.6623682565965857	0.29699831417825745	0.1789004888972023	0.8947024198822761	-0.16052017647490674	0.5638899903983216	1.0000000000301261	0.24880561449722505	1.30836093350113e-11	downregulated set	1.1176900584795322	0.16052017647490674	0.5638899903983216	1.0000000000301261	0.24880561449722505	1.30836093350113e-11
CDC7	Other	5	52	0	11	599	5472	0.878387055348658	-0.18707130115661763	0.4902133349667006	0.6540485854412867	0.3096148790821352	0.18438998928227698	0.41523751707391104	-1.2679912965401852	0.2797669992528402	1.0000000000301261	0.5532035153182664	1.30836093350113e-11	upregulated set	0.878387055348658	-0.18707130115661763	0.4902133349667006	0.6540485854412867	0.3096148790821352	0.18438998928227698
HPK1	STE	1	52	0	11	100	5472	1.0523076923076924	0.07355660697008111	0.6186579068023358	0.6865346309495158	0.20854943217034533	0.1633375507055387	2.4872727272727273	1.314564706473876	0.9999999999995943	1.0000000000301261	1.7618262813932129e-13	1.30836093350113e-11	downregulated set	0.402046783625731	-1.314564706473876	0.9999999999995943	1.0000000000301261	1.7618262813932129e-13	1.30836093350113e-11
SRPK1	CMGC	4	52	1	11	343	5472	1.227180982283023	0.2953480305719933	0.4143382012175817	0.6390359720381168	0.3826450237058968	0.1944746942391804	1.4503047972435728	0.5363561300757883	0.5100270660081044	1.0000000000301261	0.29240677624311145	1.30836093350113e-11	downregulated set	0.6895102339181286	-0.5363561300757883	0.5100270660081044	1.0000000000301261	0.29240677624311145	1.30836093350113e-11
ICK	CMGC	4	52	2	11	192	5472	2.1923076923076925	1.1324502960236498	0.1116299497110603	0.5068326205160338	0.9522192709070516	0.29513544103761236	5.1818181818181825	2.373458395527445	0.055524123325053035	1.0000000000301261	1.2555182898366266	1.30836093350113e-11	downregulated set	0.19298245614035084	-2.373458395527445	0.055524123325053035	1.0000000000301261	1.2555182898366266	1.30836093350113e-11
NDR1	AGC	1	52	0	11	91	5472	1.1563820794590025	0.2096181565461094	0.5841468790627304	0.6860329626201834	0.23347793928110902	0.16365501674203417	2.733266733266733	1.4506262560499041	1.0000000000155869	1.0000000000301261	6.769289516911354e-12	1.30836093350113e-11	downregulated set	0.3658625730994152	-1.4506262560499041	1.0000000000155869	1.0000000000301261	6.769289516911354e-12	1.30836093350113e-11
NDR2	AGC	6	52	0	11	212	5472	2.9782293178519597	1.574454842902763	0.01576496231527111	0.18158543607904237	1.8023070630568547	0.7409189866747746	1.1732418524871355	0.23050044168540146	0.9999999999890776	1.0000000000301261	4.743526808001525e-12	1.30836093350113e-11	upregulated set	2.9782293178519597	1.574454842902763	0.01576496231527111	0.18158543607904237	1.8023070630568547	0.7409189866747746
CHK2	CAMK	2	52	0	11	85	5472	2.4760180995475114	1.308021860607104	0.1971708830718011	0.5767187058158775	0.7051572184764032	0.239035962060811	2.92620320855615	1.549029960110899	1.0000000000034432	1.0000000000301261	1.4953826023816078e-12	1.30836093350113e-11	downregulated set	0.34173976608187134	-1.549029960110899	1.0000000000034432	1.0000000000301261	1.4953826023816078e-12	1.30836093350113e-11
CHK1	CAMK	1	52	0	11	331	5472	0.3179177318150128	-1.653274610062412	0.17092311941253652	0.5523200825014085	0.767199189741519	0.25780916542926396	0.7514419115627575	-0.412266510558617	0.5037945186263166	1.0000000000301261	0.2977465620131622	1.30836093350113e-11	downregulated set	1.3307748538011694	0.412266510558617	0.5037945186263166	1.0000000000301261	0.2977465620131622	1.30836093350113e-11
WNK1	Other	1	52	0	11	111	5472	0.9480249480249481	-0.07700306960530019	0.7155389107413361	0.7476147929469822	0.14536674448873643	0.12632211388538755	2.2407862407862407	1.1640050298984947	1.0000000000154199	1.0000000000301261	6.696772091427671e-12	1.30836093350113e-11	downregulated set	0.44627192982456143	-1.1640050298984947	1.0000000000154199	1.0000000000301261	6.696772091427671e-12	1.30836093350113e-11
WNK3	Other	2	52	0	11	157	5472	1.340519353258207	0.4227920478531789	0.4442648240189589	0.6395201235105361	0.35235807194759644	0.194145785208659	1.5842501447596988	0.6638001473569736	0.9999999999933527	1.0000000000301261	2.886907136630171e-12	1.30836093350113e-11	downregulated set	0.6312134502923977	-0.6638001473569736	0.9999999999933527	1.0000000000301261	2.886907136630171e-12	1.30836093350113e-11
KHS1	STE	0	52	0	11	118	5472	0.4458930899608866	-1.1652302526170353	0.3236483515044476	0.6230929338302585	0.4899266007095303	0.20544717382295896	2.107858243451464	1.0757778468867596	1.0000000000138896	1.0000000000301261	6.0321576014888846e-12	1.30836093350113e-11	downregulated set	0.4744152046783625	-1.0757778468867596	1.0000000000138896	1.0000000000301261	6.0321576014888846e-12	1.30836093350113e-11
CDK10	CMGC	2	52	0	11	315	5472	0.6681318681318682	-0.581795221642473	0.4191912001228581	0.6395201235105361	0.3775878428616337	0.194145785208659	0.7896103896103897	-0.3407871221386781	0.5212918898666266	1.0000000000301261	0.28291903166912535	1.30836093350113e-11	downregulated set	1.2664473684210527	0.3407871221386781	0.5212918898666266	1.0000000000301261	0.28291903166912535	1.30836093350113e-11
ATM	PIKK	1	52	0	11	440	5472	0.2391608391608392	-2.063946916779854	0.0719133924428795	0.45395328979567684	1.1431902233524964	0.3429888322257787	0.5652892561983471	-0.822938817276059	0.3981047345648635	1.0000000000301261	0.40000265742427316	1.30836093350113e-11	downregulated set	1.7690058479532162	0.822938817276059	0.3981047345648635	1.0000000000301261	0.40000265742427316	1.30836093350113e-11
CDK12	CMGC	6	52	0	11	496	5472	1.272952853598015	0.34817898707908684	0.33322113842288026	0.6230929338302585	0.477267456217161	0.20544717382295896	0.501466275659824	-0.9957754141382748	0.3520452441543817	1.0000000000301261	0.45340151827218533	1.30836093350113e-11	upregulated set	1.272952853598015	0.34817898707908684	0.33322113842288026	0.6230929338302585	0.477267456217161	0.20544717382295896
CDK13	CMGC	4	52	0	11	540	5472	0.7794871794871795	-0.35940280030602517	0.40866854556282645	0.6390359720381168	0.38862878781860766	0.1944746942391804	0.46060606060606063	-1.1183947008022301	0.31931509602982894	1.0000000000301261	0.4957805491477572	1.30836093350113e-11	upregulated set	0.7794871794871795	-0.35940280030602517	0.40866854556282645	0.6390359720381168	0.38862878781860766	0.1944746942391804
CDK14	CMGC	2	52	2	11	355	5472	0.5928494041170098	-0.7542624176472387	0.337251620951031	0.6230929338302585	0.4720459542775661	0.20544717382295896	2.802560819462228	1.4867456818565563	0.15774789073215215	1.0000000000301261	0.8020364390537895	1.30836093350113e-11	downregulated set	0.35681652046783624	-1.4867456818565563	0.15774789073215215	1.0000000000301261	0.8020364390537895	1.30836093350113e-11
MINK	STE	0	52	0	11	131	5472	0.4016441573693482	-1.3160102047926445	0.28539257946739116	0.6133085534495315	0.5445573232264921	0.2123209784234981	1.898681471200555	0.9249978947111502	1.0000000000101639	1.0000000000301261	4.414112545378584e-12	1.30836093350113e-11	downregulated set	0.5266812865497076	-0.9249978947111502	1.0000000000101639	1.0000000000301261	4.414112545378584e-12	1.30836093350113e-11
HRI	Other	1	52	1	11	167	5472	0.6301243666513128	-0.6662914957292465	0.5271577747484766	0.6683213629656419	0.2780593839378651	0.17501465638369776	2.9787697332607515	1.5747166037745484	0.29009967722703905	1.0000000000301261	0.5374527544051739	1.30836093350113e-11	downregulated set	0.3357090643274854	-1.5747166037745484	0.29009967722703905	1.0000000000301261	0.5374527544051739	1.30836093350113e-11
ATR	PIKK	1	52	0	11	278	5472	0.3785279468732706	-1.4015282759787018	0.2529310266646567	0.5796766044819759	0.5969978931437034	0.23681422722870077	0.8947024198822761	-0.16052017647490674	0.5638899903983216	1.0000000000301261	0.24880561449722505	1.30836093350113e-11	downregulated set	1.1176900584795322	0.16052017647490674	0.5638899903983216	1.0000000000301261	0.24880561449722505	1.30836093350113e-11
CDK16	CMGC	1	52	1	11	475	5472	0.22153846153846155	-2.174370906473505	0.05368878229800781	0.39535653327571246	1.2701164460507877	0.4030110800809812	1.0472727272727274	0.06663719303029053	0.6320929622862576	1.0000000000301261	0.19921904507369076	1.30836093350113e-11	downregulated set	0.954861111111111	-0.06663719303029053	0.6320929622862576	1.0000000000301261	0.19921904507369076	1.30836093350113e-11
KHS2	STE	0	52	0	11	84	5472	0.6263736263736265	-0.6749046260339544	0.44908862999625027	0.6395201235105361	0.3476679402443356	0.194145785208659	2.961038961038961	1.5661034734698405	1.0000000000114513	1.0000000000301261	4.973229610480138e-12	1.30836093350113e-11	downregulated set	0.33771929824561403	-1.5661034734698405	1.0000000000114513	1.0000000000301261	4.973229610480138e-12	1.30836093350113e-11
CK1G1	CK1	3	52	1	11	244	5472	1.2938209331651955	0.3716379599030757	0.4129181032910801	0.6390359720381168	0.3841360762266053	0.1944746942391804	2.038748137108793	1.0276835586857145	0.39547300524901263	1.0000000000301261	0.402883155836369	1.30836093350113e-11	downregulated set	0.4904970760233917	-1.0276835586857145	0.39547300524901263	1.0000000000301261	0.402883155836369	1.30836093350113e-11
SMG1	PIKK	4	52	0	11	401	5472	1.0496834835986957	0.06995437028988555	0.5361280919693618	0.6712678176310605	0.270731436073253	0.17310417355137928	0.6202675130355928	-0.6890375302063197	0.4333475640631824	1.0000000000301261	0.36316364035290016	1.30836093350113e-11	upregulated set	1.0496834835986957	0.06995437028988555	0.5361280919693618	0.6712678176310605	0.270731436073253	0.17310417355137928
CK1E	CK1	3	52	0	11	281	5472	1.123460169723515	0.1679489772450358	0.5049738193855158	0.6623682565965857	0.2967311375073631	0.1789004888972023	0.8851504367518602	-0.17600542397232552	0.5603217612934743	1.0000000000301261	0.25156251045024103	1.30836093350113e-11	upregulated set	1.123460169723515	0.1679489772450358	0.5049738193855158	0.6623682565965857	0.2967311375073631	0.1789004888972023
MNK1	CAMK	2	52	0	11	73	5472	2.8830347734457327	1.5275882378647887	0.15667319580337644	0.5410779313792312	0.8050052977905855	0.266740179014516	3.4072229140722294	1.7685963373685836	1.0000000000198541	1.0000000000301261	8.62253404210062e-12	1.30836093350113e-11	downregulated set	0.2934941520467836	-1.7685963373685836	1.0000000000198541	1.0000000000301261	8.62253404210062e-12	1.30836093350113e-11
CK1D	CK1	2	52	3	11	430	5472	0.48944543828264764	-1.0307800528446545	0.21532187697450153	0.5767187058158775	0.6669118430672183	0.239035962060811	3.47061310782241	1.7951905473802965	0.05006493889262757	1.0000000000301261	1.3004663095817144	1.30836093350113e-11	downregulated set	0.28813352826510724	-1.7951905473802965	0.05006493889262757	1.0000000000301261	1.3004663095817144	1.30836093350113e-11
CK1G2	CK1	3	52	3	11	427	5472	0.7393262475229689	-0.4357169621545283	0.4150441645310777	0.6390359720381168	0.3819056878864128	0.1944746942391804	3.494996806472216	1.8052911373492664	0.049195096279857554	1.0000000000301261	1.308078185133784	1.30836093350113e-11	downregulated set	0.2861232943469786	-1.8052911373492664	0.049195096279857554	1.0000000000301261	1.308078185133784	1.30836093350113e-11
CK1A	CK1	2	52	2	11	411	5472	0.5120718697361033	-0.9655817869368772	0.24236054896693437	0.5767187058158775	0.6155380724610321	0.239035962060811	2.420703384207034	1.2754263125669179	0.19871333277812353	1.0000000000301261	0.7017729926903371	1.30836093350113e-11	downregulated set	0.4131030701754386	-1.2754263125669179	0.19871333277812353	1.0000000000301261	0.7017729926903371	1.30836093350113e-11
CK1G3	CK1	2	52	2	11	397	5472	0.530129819802364	-0.915582400398152	0.2639220987211211	0.5890359454856535	0.5785242439185403	0.22985820190264994	2.5060682390657205	1.325425699105643	0.1882986257547735	1.0000000000301261	0.7251528495494347	1.30836093350113e-11	downregulated set	0.399031432748538	-1.325425699105643	0.1882986257547735	1.0000000000301261	0.7251528495494347	1.30836093350113e-11
MNK2	CAMK	1	52	0	11	108	5472	0.9743589743589745	-0.03747470541866271	0.7260773413035826	0.753429569914334	0.13901711605972553	0.12295733900583881	2.303030303030303	1.2035333940851323	1.0000000000099818	1.0000000000301261	4.335037693122011e-12	1.30836093350113e-11	downregulated set	0.43421052631578944	-1.2035333940851323	1.0000000000099818	1.0000000000301261	4.335037693122011e-12	1.30836093350113e-11
DSTYK	TKL	0	52	1	11	303	5472	0.17364813404417367	-2.525761186728145	0.05247012866594112	0.39535653327571246	1.2800878708342562	0.4030110800809812	1.6417641764176418	0.7152469127756498	0.4663601360053003	1.0000000000301261	0.3312785797173962	1.30836093350113e-11	downregulated set	0.6091008771929824	-0.7152469127756498	0.4663601360053003	1.0000000000301261	0.3312785797173962	1.30836093350113e-11
ERK1	CMGC	8	52	5	11	554	5472	1.5195778950291585	0.6036706306956173	0.15346784709832553	0.5410779313792312	0.8139825992776504	0.266740179014516	4.48966196258615	2.1666068250867747	0.0029629326493921825	0.29925619758861044	2.528278220382847	0.5239568466002045	downregulated set	0.22273391812865498	-2.1666068250867747	0.0029629326493921825	0.29925619758861044	2.528278220382847	0.5239568466002045
ERK2	CMGC	8	52	4	11	519	5472	1.622054246331703	0.6978220683869248	0.11759841760594664	0.5164104425304613	0.929598522049244	0.28700498428419435	3.833946400420389	1.9388301678907198	0.015662989019408803	0.9342174698116197	1.8051253565331242	0.02955201569108852	downregulated set	0.26082785087719296	-1.9388301678907198	0.015662989019408803	0.9342174698116197	1.8051253565331242	0.02955201569108852
ERK5	CMGC	5	52	3	11	506	5472	1.0398297354819095	0.05634731693785805	0.5334299024312824	0.6706608316874629	0.27292264275768335	0.17349705683024672	2.949335249730506	1.5603898222754464	0.07471658805698297	1.0000000000301261	1.1265829684409365	1.30836093350113e-11	downregulated set	0.3390594541910332	-1.5603898222754464	0.07471658805698297	1.0000000000301261	1.1265829684409365	1.30836093350113e-11
PBK	Other	2	52	0	11	232	5472	0.907161803713528	-0.14056819838276627	0.6206185779285317	0.6865346309495158	0.20717522815390751	0.1633375507055387	1.0721003134796239	0.10043990112102853	0.9999999999960992	1.0000000000301261	1.6940822768707912e-12	1.30836093350113e-11	downregulated set	0.9327485380116959	-0.10043990112102853	0.9999999999960992	1.0000000000301261	1.6940822768707912e-12	1.30836093350113e-11
ERK7	CMGC	6	52	1	11	347	5472	1.819552205719353	0.8635834448877011	0.11207189958605367	0.5068326205160338	0.950503266839091	0.29513544103761236	1.4335865863243387	0.5196290436703399	0.5142099699354631	1.0000000000301261	0.2888595071447713	1.30836093350113e-11	upregulated set	1.819552205719353	0.8635834448877011	0.11207189958605367	0.5068326205160338	0.950503266839091	0.29513544103761236
ANKRD3	TKL	3	52	0	11	126	5472	2.505494505494506	1.3250953739660456	0.1207399965008633	0.5226316991394511	0.9181488410687293	0.28180425258068115	1.9740259740259742	0.9811409727486844	1.0000000000157618	1.0000000000301261	6.845278521274561e-12	1.30836093350113e-11	upregulated set	2.505494505494506	1.3250953739660456	0.1207399965008633	0.5226316991394511	0.9181488410687293	0.28180425258068115
MST2	STE	1	52	1	11	160	5472	0.6576923076923078	-0.6045152981425564	0.5493132778287921	0.6821390294349345	0.26017990322134515	0.16612710105776957	3.1090909090909093	1.6364928013612385	0.2797373286435667	1.0000000000301261	0.5532495767381761	1.30836093350113e-11	downregulated set	0.3216374269005848	-1.6364928013612385	0.2797373286435667	1.0000000000301261	0.5532495767381761	1.30836093350113e-11
MST3	STE	1	52	0	11	53	5472	1.9854862119013064	0.9894923421816068	0.40143060697541894	0.6390359720381168	0.3963895179128583	0.1944746942391804	4.692967409948542	2.2305004416854017	1.0000000000088283	1.0000000000301261	3.83406957425229e-12	1.30836093350113e-11	downregulated set	0.21308479532163743	-2.2305004416854017	1.0000000000088283	1.0000000000301261	3.83406957425229e-12	1.30836093350113e-11
MST4	STE	1	52	0	11	105	5472	1.0021978021978022	0.003167279078683048	0.6366001630883739	0.6888923193420616	0.19613325445461394	0.16184865729452821	2.3688311688311687	1.2441753785824778	0.9999999999924961	1.0000000000301261	3.2588964568557332e-12	1.30836093350113e-11	downregulated set	0.42214912280701755	-1.2441753785824778	0.9999999999924961	1.0000000000301261	3.2588964568557332e-12	1.30836093350113e-11
RIPK3	TKL	3	52	0	11	179	5472	1.7636441770519984	0.8185595202017056	0.24455989251146415	0.5767187058158775	0.6116147651622761	0.239035962060811	1.389537836465211	0.4746051189843444	0.9999999999948097	1.0000000000301261	2.2541154530741585e-12	1.30836093350113e-11	upregulated set	1.7636441770519984	0.8185595202017056	0.24455989251146415	0.5767187058158775	0.6116147651622761	0.239035962060811
RIPK2	TKL	4	52	0	11	131	5472	3.2131532589547858	1.6839897952073557	0.03741765102010199	0.30642022321867307	1.4269234798244708	0.5136825753891608	1.898681471200555	0.9249978947111502	1.0000000000101639	1.0000000000301261	4.414112545378584e-12	1.30836093350113e-11	upregulated set	3.2131532589547858	1.6839897952073557	0.03741765102010199	0.30642022321867307	1.4269234798244708	0.5136825753891608
MST1	STE	1	52	1	11	146	5472	0.7207586933614332	-0.4724117621352114	0.5950613566855731	0.6865346309495158	0.22543825192498368	0.1633375507055387	3.4072229140722294	1.7685963373685836	0.258599019279957	1.0000000000301261	0.5873731264862149	1.30836093350113e-11	downregulated set	0.2934941520467836	-1.7685963373685836	0.258599019279957	1.0000000000301261	0.5873731264862149	1.30836093350113e-11
ALK4	TKL	2	52	3	11	507	5472	0.41511151570323174	-1.2684291402585346	0.12957847095810557	0.5410779313792312	0.8874671490887573	0.266740179014516	2.9435180204410973	1.5575414599664164	0.0750737345369901	1.0000000000301261	1.1245119796515812	1.30836093350113e-11	downregulated set	0.3397295321637427	-1.5575414599664164	0.0750737345369901	1.0000000000301261	1.1245119796515812	1.30836093350113e-11
ALK2	TKL	0	52	3	11	784	5472	0.06711145996860284	-3.8972970473704027	0.00033567813128585736	0.03390349125987159	3.474076951189406	1.4697555774067637	1.9035250463821891	0.9286735528545486	0.20167429513420193	1.0000000000301261	0.6953494522720024	1.30836093350113e-11	downregulated set	0.5253411306042886	-0.9286735528545486	0.20167429513420193	1.0000000000301261	0.6953494522720024	1.30836093350113e-11
GAK	Other	1	52	0	11	337	5472	0.31225747546222327	-1.6791919844370526	0.16328909571244693	0.5414539542853808	0.7870428160596065	0.26643847024835327	0.7380631238198003	-0.438183884933258	0.49737187978309855	1.0000000000301261	0.3033187723436365	1.30836093350113e-11	downregulated set	1.3548976608187135	0.438183884933258	0.49737187978309855	1.0000000000301261	0.3033187723436365	1.30836093350113e-11
KIS	Other	3	52	2	11	709	5472	0.44526418574373444	-1.1672665197735541	0.08264337046732169	0.45557092662210774	1.0827919791758747	0.3414439992779086	1.4032568277984359	0.4887790790090846	0.4274032027844863	1.0000000000301261	0.36916222773484714	1.30836093350113e-11	downregulated set	0.7126279239766081	-0.4887790790090846	0.4274032027844863	1.0000000000301261	0.36916222773484714	1.30836093350113e-11
SIK	CAMK	0	52	0	11	263	5472	0.20005849663644343	-2.3215061925474965	0.07818364818231323	0.45557092662210774	1.1068840685100396	0.3414439992779086	0.9457310750086416	-0.08049809304370165	0.5820429738200154	1.0000000000301261	0.23504494902038453	1.30836093350113e-11	downregulated set	1.0573830409356724	0.08049809304370165	0.5820429738200154	1.0000000000301261	0.23504494902038453	1.30836093350113e-11
FAM20C	FAM20	4	52	1	11	743	5472	0.5665182731131587	-0.8198056037937906	0.1494877592668866	0.5410779313792312	0.8253943678779603	0.266740179014516	0.6695215954973694	-0.5787975042899954	0.548183613854614	1.0000000000301261	0.26107395040702863	1.30836093350113e-11	downregulated set	1.4936038011695905	0.5787975042899954	0.548183613854614	1.0000000000301261	0.26107395040702863	1.30836093350113e-11
SGK3	AGC	3	52	0	11	62	5472	5.09181141439206	2.348178987079087	0.022815918498534947	0.22841127092915142	1.6417620431825306	0.6412824696837851	4.011730205278592	2.0042245858617256	1.0000000000013727	1.0000000000301261	5.96147239822833e-13	1.30836093350113e-11	upregulated set	5.09181141439206	2.348178987079087	0.022815918498534947	0.22841127092915142	1.6417620431825306	0.6412824696837851
SGK1	AGC	1	52	0	11	62	5472	1.69727047146402	0.7632164863579307	0.4507727023910969	0.6395201235105361	0.3460423915608654	0.194145785208659	4.011730205278592	2.0042245858617256	1.0000000000013727	1.0000000000301261	5.96147239822833e-13	1.30836093350113e-11	downregulated set	0.24926900584795322	-2.0042245858617256	1.0000000000013727	1.0000000000301261	5.96147239822833e-13	1.30836093350113e-11
DLK	TKL	4	52	0	11	150	5472	2.8061538461538467	1.4885941062489252	0.05599650148939515	0.39535653327571246	1.251839105695819	0.4030110800809812	1.6581818181818184	0.72960220575272	0.9999999999960159	1.0000000000301261	1.73029277324001e-12	1.30836093350113e-11	upregulated set	2.8061538461538467	1.4885941062489252	0.05599650148939515	0.39535653327571246	1.251839105695819	0.4030110800809812
PKN3	AGC	1	52	0	11	54	5472	1.948717948717949	0.9625252945813373	0.40712084618095945	0.6390359720381168	0.39027665947377854	0.1944746942391804	4.606060606060606	2.2035333940851323	1.0000000000006624	1.0000000000301261	2.876588832727503e-13	1.30836093350113e-11	downregulated set	0.21710526315789472	-2.2035333940851323	1.0000000000006624	1.0000000000301261	2.876588832727503e-13	1.30836093350113e-11
MEK5	STE	3	52	0	11	73	5472	4.324552160168599	2.112550738585945	0.03417602408988841	0.2958667228353196	1.4662784628633196	0.5289038787112903	3.4072229140722294	1.7685963373685836	1.0000000000198541	1.0000000000301261	8.62253404210062e-12	1.30836093350113e-11	upregulated set	4.324552160168599	2.112550738585945	0.03417602408988841	0.2958667228353196	1.4662784628633196	0.5289038787112903
TAO1	STE	0	52	0	11	60	5472	0.876923076923077	-0.18947779886371266	0.5652142653154991	0.6829610930477605	0.2477868856245729	0.16560403651751973	4.1454545454545455	2.0515303006400822	0.9999999999981696	1.0000000000301261	7.949433470539298e-13	1.30836093350113e-11	downregulated set	0.2412280701754386	-2.0515303006400822	0.9999999999981696	1.0000000000301261	7.949433470539298e-13	1.30836093350113e-11
PRKX	AGC	3	52	0	11	143	5472	2.207638515330823	1.1425039606875727	0.15756442586127764	0.5410779313792312	0.8025418286998165	0.266740179014516	1.7393515575333758	0.7985495594702113	0.9999999999965304	1.0000000000301261	1.5068098828654527e-12	1.30836093350113e-11	upregulated set	2.207638515330823	1.1425039606875727	0.15756442586127764	0.5410779313792312	0.8025418286998165	0.266740179014516
PERK	Other	1	52	2	11	178	5472	0.5911840968020743	-0.7583206342215922	0.49340666259594645	0.6540485854412867	0.30679499041758684	0.18438998928227698	5.589376915219612	2.482687465282203	0.04851745607274846	1.0000000000301261	1.3141019786738009	1.30836093350113e-11	downregulated set	0.1789108187134503	-2.482687465282203	0.04851745607274846	1.0000000000301261	1.3141019786738009	1.30836093350113e-11
CAMKK1	Other	3	52	0	11	270	5472	1.1692307692307693	0.2255597004151311	0.47826726461571806	0.6540485854412867	0.3203293437428916	0.18438998928227698	0.9212121212121213	-0.11839470080223022	0.5735064932980014	1.0000000000301261	0.24146166060922244	1.30836093350113e-11	upregulated set	1.1692307692307693	0.2255597004151311	0.47826726461571806	0.6540485854412867	0.3203293437428916	0.18438998928227698
CAMKK2	Other	1	52	0	11	283	5472	0.3718401739603153	-1.4272454460870765	0.24398390517149934	0.5767187058158775	0.6126388217176244	0.239035962060811	0.8788949566334726	-0.1862373465832816	0.5579543587473458	1.0000000000301261	0.2534013253543075	1.30836093350113e-11	downregulated set	1.1377923976608186	0.1862373465832816	0.5579543587473458	1.0000000000301261	0.2534013253543075	1.30836093350113e-11
DNAPK	PIKK	6	52	0	11	519	5472	1.2165406847487772	0.28278456910808103	0.3730732288460447	0.6390359720381168	0.42820591413681514	0.1944746942391804	0.4792433000525486	-1.0611698321092802	0.33457440074718103	1.0000000000301261	0.47550729122643254	1.30836093350113e-11	upregulated set	1.2165406847487772	0.28278456910808103	0.3730732288460447	0.6390359720381168	0.42820591413681514	0.1944746942391804
PAK1	STE	2	52	0	11	143	5472	1.4717590102205487	0.5575414599664162	0.3982608705186996	0.6390359720381168	0.3998323613099917	0.1944746942391804	1.7393515575333758	0.7985495594702113	0.9999999999965304	1.0000000000301261	1.5068098828654527e-12	1.30836093350113e-11	downregulated set	0.5749269005847953	-0.7985495594702113	0.9999999999965304	1.0000000000301261	1.5068098828654527e-12	1.30836093350113e-11
