pathway	pval	padj	log2err	ES	NES	size	leadingEdge	timepoint	confidence_levels
ZNF189_1	1.5134064526251244e-5	3.813107877843191e-5	0.5933254763964051	-0.5174456690282979	-1.8211225390669863	84	WDR5B;TXNL4B;RHOBTB3;ZFAND1;AUH;ZNF181;PRDX6;ZNF510;KLHL8;TAB3;MRPL50;BTBD3;SETMAR;RNF125;KLHL9;RBM48;CBLL1;OAT;HPS5;ZNF222;CREBL2;ZNF24;UBXN2B;ZNF197;JRKL;ZNF420;TMEM245;PPP4R2;AZIN1;SACM1L;ZNF708;APPBP2;NDUFAF7;ARL14EP;TEX2;TOR1AIP2;HELQ;ZNF570;BIRC2;SLC30A5;IL6ST;RBM18;ZNF518B;PKM;SORT1;RNF14;EXOC8;ZNF14;GGPS1;GOLPH3;ZKSCAN5;ZNF41;ZNF263;ALKBH1;C14orf119	2	A,B,C,D,E
ZNF829_1	1.5702368993241703e-5	3.948941495884019e-5	0.5756102610711286	-0.5163310742304393	-1.8082244036775244	80	ZNF766;EPC1;DNAJC18;KIAA1143;BICRAL;ZNF140;ZNF677;TRIM23;ZNF510;ZNF880;ZNF585B;ZSCAN12;EPC2;ZNF268;NPAT;DDX6;BRAP;TASOR;ZNF333;ZNF197;CASP8AP2;ZKSCAN8;POLR3C;MARF1;ZNF566;AGO3;KAT7;ZNF813;APPBP2;ZNF549;DSTYK;SETDB1;HELQ;ZNF570;RPRD2;BOD1L1;SP4;CSRNP2;MGA;USF3;RSBN1L;ZNF557;KLHL20;ZNF440;ZNF264;ZNF585A;EDRF1;ZNF426;METTL14;BPTF;ZKSCAN5;MCPH1;DCAF10;ZNF234;DPY19L3;ZNF554;DNAJC24;RPAP2;ZNF611;TRPM7;VIRMA;ZNF461;ZNF568;ZNF383;NBPF12;ZNF615;ARID4B;ZNF350	2	A,B,C,D,E
ZNF559_1	1.5825593862022744e-5	3.972547030671015e-5	0.5756102610711286	-0.4781718990179841	-1.7437207949060158	119	ZFP14;ZBED5;ZFP62;PRTFDC1;TMEM8B;ZFP90;ZNF512;ZNF140;ZSCAN26;TMEM42;B3GALNT1;ZC2HC1A;ZNF83;ZNF248;POLI;VPS36;DYNC2LI1;LRRC49;CTPS2;ZNF329;SETDB2;CHIC1;TIA1;PIP4K2B;SEC22A;GPALPP1;TMOD2;ZFP2;MKS1;OSGEPL1;EFCAB7;TTC14;ZNF84;ZSCAN30;ZNF518A;ZNF875;KPNA5;C2CD5;ZNF302;DUT;PPP1R21;ZNF226;ZDHHC17;ZNF280D;CEP120;ORC4;ZNF549;RBM5;ERCC8;RBM4B;ZNF251;SLC35A1;OGG1;PMS1;TERF1;ZNF32;DMTF1;SMIM8;ZNF135;SENP6;KMT5B;CEP89;FRA10AC1;CDC16;FANCL;ZNF527;ZNF30;CEP290;KRBOX4;ZNF529;RFXAP;TTC5;JAM2;AFAP1L2;SERP2;RIC8B;RBM22;TDRD3;AP4B1	2	A,B,C,D,E
ZNF844_1	1.5878998565719112e-5	3.978571307299622e-5	0.5756102610711286	-0.5116565891047619	-1.801380893336293	86	HMGB2;PEX12;ZNF441;ZNF610;ZNF737;ZNF433;OTUD1;ZNF253;CDKN1B;FAM218A;ZNF766;ZNF594;ZNF627;LYSMD1;ZNF616;BBS10;FAM200A;BICRAL;GIN1;ICE2;ZXDA;ANAPC16;BCL7A;ZNF623;C6orf62;ZNF772;NBR1;DHFR2;XPO1;ACVR2B;BTBD8;ZNF585B;VIPAS39;KLHL9;ZNF44;SETDB2;TRMT1L;TFCP2;WDR48;ZNF442;ATF7IP;KBTBD3;NAP1L2;GPRASP2;ZNF776;IGF1R;ZNF763;SESN1;BBX;CCDC112;ZNF808	2	A,B,C,D,E
GSX1_1	1.609153325731722e-5	4.024370517033308e-5	0.5756102610711286	-0.3795357571629001	-1.5251738955304186	347	VIM;NATD1;NMU;CAMK1G;LYSMD1;MSI2;SLC27A3;ZKSCAN3;EIF3E;THYN1;SCD5;MAP1LC3A;STOX2;ICE2;BRD3;SLU7;TRIP11;PBX3;NREP;SEMA3D;PCDH10;OSBPL7;SLC40A1;B3GALNT1;CALCOCO1;ZNF691;TLE4;LANCL3;FYN;SRGAP2;ABI1;MAST4;PDE4D;SCO1;FRMD3;CDH18;SLC12A5;BTBD8;UBE2D3;APBB3;LRIG1;AHCYL2;PTPRA;EIF3F;FXYD6;MAPK10;SLITRK5;GATAD1;FBXO9;RNF125;HIGD2A;SGSH;SERF1B;TAF9;H2BC5;SIPA1L1;TNRC6C;NIPSNAP3A;MRPS33;HNRNPC;PRKAR1A;DHRS7;AASDHPPT;AHDC1;MANEA;TBCK;PHIP;AASDH;SNRNP40;ZRANB1;SORBS2;ZNF428;PRRC2B;TUB;ZFAND5;PDPK1;DMD;YTHDC1;GTF3C2;PELP1;INTS3;APTX;ALG8;DNAJB4;PIN4;DCAF5;RIMS1;CCPG1;PRTG;ACAD8;KANSL1L;UBAP2L;MACROH2A2;CMTM4;EIF4G1;PPEF1;JHY;NDUFAF7;KCTD15;COIL;RGS3;APC;ZNF213;CAPZA2;SFXN1;TMED5;RGS17;ZNF672;SLC35B4;CYREN;DTNB;ALKBH5;COG3;TES;PDHX;ZNF608;ZNF365;COL18A1;PSMG4;KIAA1522;RABGAP1L;PCMT1;ATM;ANKS1A;USP3;CNOT1;DZIP3;EIF4G3;PPIP5K1;STK25;SYTL5;ZNF550;DDX42;PTCD3;PKM;ZC3H13;COMMD5;ANKRD17;MAEA;PCNX4;NPEPPS;FSTL1;ZNF655;UBA3;TRA2A;TIRAP;GATAD2B;SNX3;USP45;CRYZL1;CAPN7;GIGYF2;EXOC5;HDAC1;CHD9;PHTF1;DUSP7;STK32C;ELMOD1;KPNA1;VPS33B;SIRT2;RXYLT1;GJD2;RAP1B;GPATCH2L;SHROOM2;MMS19;PPP1R9A;MTHFD2L;C3orf38;ZNF638;SRSF5;XRN2;SEL1L3;ANK3;UBA6;SMCHD1;MED19;TAGLN2;TRPS1;RSF1;ATP6AP1L;NRBP1;ELMO1;PIK3CB;LYSMD3;TMOD3;ARHGEF12	2	A,B,C,D,E
IKZF2_1	1.6690851428350784e-5	4.1665538713207766e-5	0.5756102610711286	-0.42729615224537437	-1.6318975781752576	188	TP53INP1;GLCCI1;RNF146;ZNF91;RASSF5;FCHO2;PHF6;ZKSCAN1;SATB1;MSI2;CPEB3;RNF141;FBXW7;ZBTB44;STX17;CMTR2;NR6A1;TAB3;CTNND1;NCOA2;MAST4;RALGPS2;BTBD8;ETNK1;ZNF678;CAMK2D;ZBTB37;ARHGAP5;MBTD1;ZDHHC21;STON2;CLCN3;WDR48;ADAM10;RFFL;NSD3;DCP2;NIPAL3;BORCS5;ATF7IP;NT5C2;TBL1XR1;TET2;CSNK1G1;PHIP;ZNF138;SLC12A6;PHC3;DENND11;DYRK2;KIAA1958;KLF8;RFX7;SESN1;PLEKHA8;SYNRG;STXBP5;ZMYM4;LCOR;EPB41L4A;BRWD1;ZNF675;RSPH3;PTBP3;ZBTB5;SUDS3;BRD8;RNF217;BCL11A;SUSD4;ATXN2;KLF12;HSPA4L;RAB27B;SS18;LNX2;DENND1B;MTF2;ARHGAP12;ATAD2B;SERINC5;ARFGEF1;ZBTB33;FBXO3;UBN2;NPEPPS;ZMAT3;TUT7;ZNF714;ERMP1;RELCH;LCORL;HELZ;RBM41;ARID2;ZDHHC13;C18orf25;ZNF431;CHD6;EML2;TNRC6B;CD2AP;STRN;PTPN4;LRBA;ARHGAP32;TRPS1;CCDC186;TMOD3;MAL2;PRKAA2;DLG1;EPG5;SMAD3;ERCC6;ZDHHC20;OSBPL2;SLC35F5;AKAP9;MED23;MREG;MARCHF7	2	A,B,C,D,E
ZSCAN22_1	1.8743670065711064e-5	4.6703840881965136e-5	0.5756102610711286	-0.3507328612678599	-1.4594248007673578	571	SLC16A9;TRPM4;FHDC1;ZBTB3;ZNF646;AMOTL2;PLXNC1;CRIM1;CAMKV;TXNL4B;TIGD5;ZFP90;INTS5;MACIR;ZCCHC9;APEX2;PHF12;PDCD4;SLC29A4;SIPA1L3;ZNF74;PFKP;TRIM27;PYCR2;ZBTB25;ATXN1;ZBTB45;JRK;ZNF691;BACE1;LENG8;BCAT2;ZNF623;FKBP4;RBPMS;PSD3;ZC3H10;CORO2B;ICA1;TP53RK;KLHL36;PGBD4;HAUS6;TMEM250;MFAP1;POLR2D;RBM10;XPO1;MZT1;SMG9;PEX26;FIZ1;POGK;SCAF1;CCDC137;XKR4;MLLT10;APC2;PRR14L;DNAJB2;PYGO2;ZNF785;PPP1R10;AMER1;METTL2A;SMIM13;SF3B3;UBE2Z;DENND2A;VPS72;BCDIN3D;NCDN;USP21;EEF1AKNMT;MSL2;DFFA;FAM168A;COG8;UBFD1;HINFP;STMN3;KDELR1;BTRC;ZNF830;TTC9C;XPO6;RNF167;AGPAT3;GDF11;EIF1AD;RPP40;FAM222B;PPCS;DIP2C;TAF12;NUP62;NMT1;CSNK1G1;CCT3;MTMR9;MAGI1;EXOSC3;MTG2;DMAC2;DHX34;GSK3A;EIF4E2;PGAM1;IGF1R;IPO13;BAG6;WDR45;SYS1;BRSK1;DOCK6;DUSP18;PSME1;KLF8;SUGT1;RAE1;TSPAN17;TM9SF4;HNRNPL;MEN1;ZNF398;RPP38;CLASP1;SMARCB1;TMEM39B;CRAT;THAP1;ZC3H18;ABCF3;ARHGEF1;A1BG;CACNG4;GPN2;IL11RA;SURF6;SAFB;RIMS1;BCAT1;HNRNPA3;SUFU;EDC3;FER;DBN1;IRGQ;CANT1;RCE1;TMEM268;PDCD7;PRR14;GOLGA3;MRFAP1L1;RANBP1;E2F4;PTBP2;BLMH;ARPC4;MED25;UBQLN4;CDC42BPB;ARMC5;STK39;MBD1;MAZ;COTL1;ACIN1;RAB5A;GEMIN7;RBM23;USP19;RETREG2;PNPO;FAM102A;GATD1;DTNB;WDCP;BRPF3;CCDC97;ZBTB22;NF2;CRAMP1;ABCB9;TMEM216;HTRA2;SH3BP5L;RMND5B;UPF1;DHX8;ISG20L2;SPATA2;MRPL39;CDK9;ATXN7L3;CACYBP;TSPAN31;GID4;GFOD2;CIAO2B;ZDHHC14;TRIM28;PSMA1;DNAJC16;ZNF557;KEAP1;CTR9;SMUG1;ZNF264;PRCC;LRFN3;AUP1;BCR;METTL2B;REXO4;TTI2;PDXK;CDR2;DGCR8;EYA3;ATAD3B;KMT2E;MON1A;BLOC1S3;MED20;DDX23;ZDHHC16;UPF2;SPEG;TMEM170A;PDRG1;CAPN1;SPRN;C16orf70;C19orf48;NPEPPS;FAM189B;MACROD2;PGBD2;CEP89;POLDIP3;SPHK2;ZSWIM3;MARK2;KLC2;CCDC142;UBE2O;DENND2B;GTF3C1;ZSWIM1;ZNF526;MTF1;CHMP7;TAF6;OBSL1;DYNLL1;QRICH2;BAZ1B;FTSJ3;TKT;ZFAND2A;TAOK2;GEMIN6;GIT1;LHFPL2;ARHGEF17;WNK1;ARHGAP17;ZBED4;FEM1A;PDS5A;HDAC1;KLHL17;CYP20A1;SNX11;MOB3A;SENP3;AHSA1;MYL6;C14orf119;UBE2Q1;PPFIA3;ANKRD27;RANBP6;SPINDOC;PRPF31;RDH13;CHTF8;ACVR1;PKD2;ZNF202;ZNF746;CLIC4;HSPH1;UNC45A;FBH1;PRMT1;DNMT3A;CTU1;GCC1;ANKRD13B;FBXO45;SRCAP;TRIM21;TOR1B;ELOA;ZNF786;MED19;TBC1D10B;SART3;CD2BP2;SLC12A9;CCDC28B;DCAF15;KHDC4;LCMT2;WDR5;CACNA2D1;SDF2;NRBP1;MTERF3;SMG5;LMAN2L;MCC;ATAD3A;DAXX;DNAJC13;WRAP53;RGPD8;SAMD1;OPA3;KCNB2;CDC26;WDR53;ZNF653;ENTR1;KCNJ4;ELAVL1;ADAP1;CEP85;C12orf65;TEX261;ASB6;DPAGT1;CACNB2;LINC02693;ZDHHC18;CEP83;PPP1R14C;EPS8L1;HGH1;LRWD1;BCORL1;U2AF2;HAUS5;PHACTR3;TMEM181;NCOA5;KPNB1;PANK4;MRPS5;C19orf25;PRKCG;MRM1;ADGRG1;ZNF574;POMT2;TRIM65;ALG12;C7orf26;NDUFS3;PIAS4;SIRT1;SLC52A2	2	A,B,C,D,E
NR2C2_1	2.1442201165958443e-5	5.332959223812826e-5	0.5756102610711286	-0.5043304101481998	-1.7778374270932582	88	SKIDA1;RPS3A;IMPACT;PHF12;RAB11FIP2;ASB8;TTI1;RPS21;SPPL2B;CCDC71;CCDC51;NDUFB7;TMCO1;EIF3M;FAM193B;SCNM1;CLUH;MAPKAP1;ZNF3;DICER1;EBAG9;GPATCH8;SNRNP200;TBC1D22A;TMEM248;TMA7;CHMP4B;AGPS;PAK4;SAP18;LSM7;KDM5A;ANKIB1;GCC2;KDM4D;DUS1L;SMARCD2;DDX42;CWC15;TOMM40;NUP107;RPS6KC1;NAA50;BAZ1B;BRD9;PCBP1;ANAPC15;PPIH;NDUFS6;TXNL1;CNOT9;RPRD1B;SRCAP;SNRPF;PTAR1;PRPF40A;TNRC6A;ASXL1;SELENOI;EHMT1;NR2C1;USP37;GCN1;NFXL1;WTAP;TAF2;ZNF513;GOLGB1;TTC31;NDUFAF6;NOL7;MRPL20;ATP11A	2	A,B,C,D,E
BNC2_1	2.1875046344149868e-5	5.430630771309133e-5	0.5756102610711286	-0.33915996180818414	-1.4214514069994069	684	NGFR;TMEM255A;VIM;PRICKLE2;UBXN10;MN1;PRICKLE1;SULF1;GFRA1;ATL3;MEST;CHST15;RBMS1;SPOCK1;VAT1L;KLHL13;ITGA9;PABPC5;CSRP1;PLXNA4;UNC5C;ZNF532;SEMA3C;FGD5;MTURN;ANXA6;DAB1;RUNX1T1;FRMPD3;PDZRN4;FBXL7;SALL2;THBS4;SEMA3A;ATP2B4;ZNF521;GNAO1;SORCS2;PTPN3;TSPAN18;RBPJ;ADAM19;TCEAL7;PFKM;PCDH10;PEAK1;CADM3;JAM3;SLIT3;SCRN1;TPM1;GPC6;RBFOX2;PBX1;TCEAL1;FKBP7;KATNAL1;SETBP1;GYG1;JAZF1;PSD3;LSAMP;PYGO1;CORO2B;TIMP2;PCDHGB6;FAXC;FAM171B;RAB9B;ASAP1;FILIP1;TTC28;RNF165;RAB36;CLU;MAP4;ROBO1;GPR173;CELF2;PCYT1B;CLIP3;SOBP;LRRC49;EPHB2;ZNF618;UCHL1;ADD2;CD99L2;CRTAP;FXYD6;AGAP1;AKT3;DYNC1I1;AKR1C2;TRPC1;DSTN;ZNF423;RGMA;CNTNAP1;NFYB;DPYSL3;SPOP;KLHL42;SEPTIN7;CAP2;FEZ1;TSPAN2;LRCH2;CACNA1H;NRXN2;SH3BGRL;SLC8A1;CFL2;TCEAL4;SLC8A2;PIP4P2;FGFR1;TENM2;TMOD2;FAIM2;TRERF1;PNMA2;MAPK4;NEGR1;PAM;SFMBT2;ZNF516;RNF144A;AMOTL1;HCN1;FGD6;SORBS1;KCND3;MMP2;TGFBR1;DIP2C;NDN;SGCB;FBXO30;MRAS;PCDHB10;NOVA1;CDC42EP3;WASF1;NUDT10;HENMT1;TUBA1A;NTRK2;SEPTIN6;TUB;NXPH3;DMD;TCF12;PDZD4;TRO;NCAM1;THY1;DIXDC1;DTWD1;FAM102B;EPB41L3;COL6A1;RAB8B;CNRIP1;QKI;KCNB1;ANGPT1;KCNH2;TOX;TMEM35A;DLG4;HSPA12A;SLITRK3;PPP2R2B;PPP3CB;FER;DBN1;ZMYND11;NHSL2;AFAP1;RBMS3;SYNGAP1;CAMK2G;IGDCC4;TMEM64;DPYSL2;APBB2;BMPR1A;FMN2;EHBP1;SEC23A;PTBP2;CPT1C;DCLK1;PCDHGB7;GRIK5;C20orf194;CNTN1;PLCB1;NCS1;PROS1;DCHS1;DAPK1;MPP2;MCUB;SGCE;TBC1D1;CALD1;PTGFRN;SYT11;KLHL4	2	A,B,C,D,E
MAZ_1	2.2822061983891025e-5	5.655357117986183e-5	0.5756102610711286	-0.5351656122512635	-1.84403638503442	72	CELF5;CRTC1;MSI2;PRR12;MYC;PTPA;KDM2B;AGPAT3;SRCIN1;AHDC1;SOX12;FBXL19;RNF220;PALM;HNRNPF;UBTF;ACAP3;LASP1;AP3D1;ARID1A;CLIP2;MLLT1;DGKZ;SYNGAP1;KCTD15;CCDC97;CABIN1;NCOR2;FAAP20;PLXNB2;PDXK;GPR137;IRF2BP1;SSBP4;MARK2;PPP1R9B;ST3GAL2;EPB41L1;CSK;GIT1;STK32C;KCTD2;DVL1;STK11;PPFIA3;PRPF31;BCAR1;GSE1;MED16;AGRN	2	A,B,C,D,E
FOXF1_1	2.2896843936025876e-5	5.66351551104991e-5	0.5756102610711286	0.5510668348390202	2.041361184774348	173	GEM;C11orf96;JUNB;DUSP5;HIC1;EGR4;NR4A1;SSTR2;CDH1;ITIH5;NR4A3;SPON1;AXL;ITGA1;GCNT4;HACD4;ADAMTS1;LAMA4;PHF19;CX3CL1;PMP22;SERTAD3	2	A,B,C,D,E
ZBTB18_-1	2.4107652443402698e-5	5.952126597796323e-5	0.5756102610711286	-0.3452378844873616	-1.43796944562849	621	PEX12;TP53INP1;NADK2;GPR85;ESRRG;FOXRED2;RNF146;SNX10;ST8SIA1;NUDT12;MBNL2;CCDC113;SOX13;TMEM132E;TMEM69;RNF152;ASF1A;GCNT2;MACIR;MARCKS;FAM149A;SUOX;RCAN3;RNPEPL1;PRR3;CREB5;SERINC2;ADGRB2;RCOR2;PALM2AKAP2;PDZD11;ZNF248;CALCOCO1;CEP57L1;SEC31A;RAP1GAP;PRMT6;PCMTD1;TSKU;BCL2L13;APH1A;RPS19;NR6A1;CPSF6;KLHL36;MGAT1;DDX19B;FRMD3;COX11;ZNF425;TTC28;TMEM250;WASHC2C;SYT1;THUMPD3;CELF2;PEX10;MYEF2;PTPRA;GLRA2;AGAP1;SEZ6L2;ZNF581;MRS2;TMEM132A;NAV1;ZNF343;SH3D19;ZNF423;SFT2D1;STON2;PRKAB2;ATP5F1C;DPH1;HOMEZ;MSL2;APMAP;NFE2L1;IRAK1;EPB41;STRIP1;WDR73;NFASC;RFFL;CHRNB2;STUB1;OXCT1;AGPAT3;TULP4;DBNL;PLXNB1;CLPP;TYSND1;RNF220;GPRASP2;ANKRD40;CHST11;NRM;CEP97;FBXO30;EPN2;TIMM8B;EVL;TMEM65;SNX27;DHX34;DENND11;ZBTB14;ZNF33A;SH3KBP1;SLC29A1;PDPK1;PLEKHA1;TMEM231;EDC4;ABCA5;SPAST;ACAP3;NEURL1;TAF1;B4GALT2;FAM13A;LSM3;RGS7;PRKACA;CKAP2;VAT1;UBE2L6;STMN2;EPHA4;PRDM2;PTDSS2;GNAS;MEN1;NISCH;TRAFD1;HNRNPK;ANKRD49;LONRF2;MGAT4A;C1QTNF1;RCN1;RBM33;NUCB2;SMARCB1;CRMP1;SPG11;STXBP5;PKP4;CFLAR;IL11RA;CHRNA4;MIER1;ZNF134;TNK2;CBR1;CNOT6L;ECHDC1;DICER1;HDAC10;ARCN1;SRSF8;CINP;DEF8;TNKS1BP1;IFFO1;GPBP1L1;PEMT;NIN;CCDC34;CEBPG;ZNF449;THBS3;CPT1C;JMJD1C;CRACR2B;USP4;CNTN1;UFSP2;SPECC1;S1PR2;CTNNBL1;TAPT1;SLC38A1;ACIN1;NRXN1;IKBKG;WDR7;SSH2;DLC1;HPCAL1;ABCB9;RIMS2;ATP2A2;PAQR6;ABTB1;AGO4;WDR74;TMEM223;KPNA6;WASHC2A;TNS1;VPS16;ELP1;NUB1;UBE4B;CDC123;MECP2;AKNA;MRPL3;DENND1B;DLGAP3;NAA30;MAP3K7CL;AFDN;AMY2B;RSBN1L;UBE2K;ANKS1A;USP3;BAALC;TUBGCP6;YEATS4;TTC7B;PIK3CD;ZNF652;CCDC91;ZNF224;SH3YL1;CELF1;ZBTB4;ARFGEF1;ZBTB33;ATAD3B;CYB5R3;CARHSP1;SH3PXD2A;ELFN1;GLRX5;NDUFS2;KLC2;EP400;RNF14;TRAPPC9;EIF2B5;ZNF317;RRP12;FHOD3;GGPS1;PPIL6;HID1;GALE;SLC35D1;SDC1;L1TD1;SYNJ2BP;ARIH2;TMSB15A;CACNA2D2;MGAT4B;TMEM200C;MMAB;WNK2;ZNF71;RC3H1;MARCHF2;SIRT2;ZNF23;MCM5;AMPD2;GSTP1;TXNL1;ASIC1;CDK10;PCNX2;USP39;ARMCX5;ZCCHC12;PPP1R9A;EGLN1;GGNBP2;KIF13A;PHLDB1;BRSK2;GSPT1;PCDH1;F8A1;NFATC3;PHACTR2;L3MBTL1;ZNF839;KCNC1;CYTH1;PTPN4;TIAM2;MADD;NCOA6;LIN9;GON4L;RINT1;GALNT18;TEX264;STXBP5L;DDX19A;TRIM37;INSYN1	2	A,B,C,D,E
IKZF4_-1	2.5623620580059524e-5	6.314892285031063e-5	0.5756102610711286	-0.45747191999691206	-1.6942573551896534	136	BAHCC1;RNF146;CRTC1;SETD1B;PHF21A;COG1;BRD3;TFDP2;TMEM94;PHF12;PFKM;BACE1;RERE;ATN1;NR2C2;KCTD10;TRIM44;COQ8A;CNTNAP1;SMARCC2;RCOR3;FAM168A;PIP4K2B;PRDM11;BSN;MDC1;ZC3H7B;CTDSP2;TNPO2;DIP2C;UHRF1BP1;NEU3;TUB;ZKSCAN8;TAF1;ARHGEF11;DVL3;TSTD2;ANKFY1;AGO3;SIK3;RABGAP1;SSH1;SNRNP200;CIAO1;ADAR;HIPK3;R3HDM1;DCP1A;ZNF330;IDS;STAT5B;CHD8;BRPF3;ZNF324;PRRC2A;PRPF8;MECP2;NCOR2;CSRNP2;RAD54L2;RFX5;ANKRD11;MGRN1;EIF4ENIF1;KAT6A;DDX23;PI4KA;BCL9;CLUAP1;MSANTD4;MAPKBP1;ARHGEF17;MAPK9;ERVK3-1;KCTD2;ABL1;AGO1;PHF2;ZNF70;RPRD1B;WDR35;GPATCH2L;ZNF142;CCDC92;NOL4L;PHLDB1;SEMA4C;POM121;MDM1;ANKRD52;NLGN2;DDX19A;ASXL1;RBBP6;MTR;GPR75;ZBTB40;MCM3AP;ZNF641;CUL1;SLC41A1;ZNF592;C4B;HERC2;MAML1;ICE1;ANKRD42;WDR19;CLCN6;PCNX1;MACF1;SACS	2	A,B,C,D,E
ZNF230_1	2.6673928185551527e-5	6.561786333645676e-5	0.5756102610711286	-0.5108616243528266	-1.7979503436570965	84	ZNF766;ZNF616;ZNF397;PAPOLG;ZBTB6;CIR1;NKAPD1;ZFAND1;ZNF181;ZFP37;PCBP2;ZNF510;RSBN1;ZSCAN12;ZNF343;USPL1;TRIM13;ZNF221;HARS2;MSL2;ZNF260;CBLL1;EZH1;ZNF830;ZNF222;NPAT;ZNF24;ZNF776;RESF1;ZNF197;ZNF791;ANKRD49;ZSCAN29;ZNF22;ZNF134;ZNF813;ZNF549;MBD4;ZNF286A;TDP2;HELQ;ZNF570;ZNF419;CCDC174;RSBN1L;C18orf21;ZNF550;METTL14;ZNF317;ZNF14;ZNF263;ZNF773;NEPRO;GGNBP2;ZNF416;ZNF234;RBM22;ZNF354A	2	A,B,C,D,E
SRF_1	2.754848847891827e-5	6.764628840649077e-5	0.5756102610711286	0.9607981831826905	2.4660498406831395	8	EGR1;FOS;ACTC1	2	A,B,C,D,E
SOX7_1	3.092486241259718e-5	7.579952689174635e-5	0.557332238758646	0.4952745501321061	2.044137202208981	237	BHLHE40;C11orf96;JUNB;EPHA2;KLF10;SNAI1;ARID5A;POSTN;PIM1;DUSP6;MEOX1;COL4A2;CD44;PAX9;ARHGAP31;GIMAP1;LMCD1;ADGRF5;CASP1;MFNG;AFAP1L1;EPAS1;ERG;IER3;PRKCH;F2RL3;SNTG2;CLDN5;ELK3;ADCY4;SOX18;KCNJ15;CARD10;IER5;MCTP1;RIPK3;APOL3;TNFRSF10A	2	A,B,C,D,E
ZNF90_1	3.258343063021643e-5	7.972040080051145e-5	0.557332238758646	-0.40810697306826926	-1.5875893127244827	236	TIGD1;ZNF91;ST8SIA1;ZNF254;SCRN2;ZNF681;RNF44;ZMYM1;SKP2;POLM;C2orf68;DTX4;PRR3;ZNF334;COQ4;ZNF738;ZBTB25;ZNF248;LRIG2;MAU2;NSUN6;MRNIP;JMJD7-PLA2G4B;ZNF133;XYLT2;ZNF678;GALT;ZNF682;VANGL2;UNK;HPS4;AFMID;CCDC14;ZNF462;SLC27A1;EHMT2;MAN1B1;SRGAP3;RECQL5;ZNF680;ZNF486;GUSB;CBFA2T2;MKS1;ZNF506;KAT2A;ZNF138;RABL2B;PROCA1;DENND6B;NUP43;GAL3ST4;GTPBP3;GDPD1;DMAP1;NYNRIN;VPS8;RABL2A;PIDD1;CEP162;INTS4;HDAC10;MYL6B;POLG2;ZNF675;SH3GLB2;ZNF793;H2BU1;SLX4IP;METTL17;POGZ;PLAG1;TRIM45;ACSF3;ZNF273;DPH7;CREB3L4;CDK5RAP3;SLC35C2;ABCB9;GABBR1;ZNF717;PHKA2;NAA40;OGG1;EFHC1;CEP131;CNTROB;C15orf40;MTF2;AP1G2;DNM3;ARHGAP12;P4HTM;SH3YL1;RUSC1;GGA2;GGA1;WDR59;MAPRE1;MST1	2	A,B,C,D,E
HOXC12_1	3.419005046490608e-5	8.35002496011154e-5	0.557332238758646	-0.3751709686949227	-1.5118193397749577	360	TXNIP;ST18;CCDC177;ZNF85;NDRG1;EID2B;ACVR1B;POLR2G;RHOU;SLC35F1;AMOTL2;SOX13;FGD5;ITM2B;FJX1;GCNT2;DLAT;ICE2;PGAP4;PRKAB1;CREB5;PYCR2;FBXO25;IGSF3;RPL5;MRPS18C;PYGO1;ARHGEF2;COX4I1;TMEM30A;RIMKLA;CSDE1;RANBP3;SND1;RPS4Y1;MYEF2;GNPTAB;LRRN3;DDX28;FBXO9;DNAJB2;HIGD2A;COPS8;TRIM44;LMBR1;PITHD1;NCAPD2;DGCR6L;HOMEZ;EEF1AKNMT;MYO19;SRRM4;C4orf3;TNIP1;TP53I11;NCBP3;SNX12;REPIN1;DCTN1;CCT3;MRPS15;TBC1D23;DYRK4;KDM1A;CASK;CSNK1A1;EPRS1;N4BP2L2;TBC1D12;GPATCH2;EDC4;ABCA5;MEF2A;STIM1;GGCT;QDPR;PISD;TMTC4;NCLN;PCCA;KCNK10;ZNF92;ARHGEF7;MBD5;TUBGCP5;MOCS1;AGO3;COX16;CEP192;CCDC130;SLC9A6;TSGA10;EBAG9;INTS4;GPATCH8;DCAF16;E4F1;OXR1;ADAR;CNOT11;HIPK3;C1orf198;PPP1R11;SHOC2;ZNF330;KIF1A;ERC2;PSPH;SLC3A2;TMEM131L;GINM1;TOR1AIP2;ADNP;CDC42BPB;TPP1;DBR1;ZNF273;HBS1L;PTPRM;KDM6A;IKBKG;TES;UBR1;TCERG1;SLC30A5;COL18A1;PRPF19;YLPM1;SLC35E3;CRHR1;NEK4;AKAP3;SHC1;FEZ2;DLST;YTHDF2;GNE;ZNF454;RFC1;CELF1;TYW5;SCML2;EDRF1;TTI2;WWP2;CC2D2A;SMKR1;G6PD;TIMM13;TMEM170A;HNRNPD;PLEKHB2;RBM26;DENND2B;SAE1;PHF21B;KIAA2013;EXOC8;ZNF714;KCTD3;DNAJC19;EML4;PHYKPL;MED12;WWC3;ZNF529;DPH5;ELP3;FKBP15;XRN1;ZNF431;NMD3;RRP7A;NT5C;GTF2H1	2	A,B,C,D,E
